participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,example_pairs,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
257,362,3_10,27,Female,White or Caucasian,5.0,5.0,1.75,5.352941176,3.9411764705882355,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,7.0,5.0,5.0,1.0,6.0,5.0,5.0,5.0,7.0,5,4,5,4,4,4,4,3,6,1,5,3,4,6,3,3,3
270,362,3_10,55,Female,White or Caucasian,3.0,1.0,2.0,1.0,4.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,4,5,4,5,3,6,2,4,3,5,6,2,2,2
274,362,3_10,56,Female,White or Caucasian,2.0,2.0,2.75,4.235294118,3.3529411764705883,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,5.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,2.0,5.0,6.0,2.0,3.0,1.0,4,4,4,4,4,4,4,3,5,1,3,2,4,5,2,2,2
275,362,3_10,60,Male,White or Caucasian,4.0,3.0,2.75,2.764705882,4.117647058823529,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5,4,5,4,5,4,6,3,6,2,4,3,5,5,3,3,3
294,362,3_10,20,Non-binary / third gender,Other,3.0,1.0,1.875,1.411764706,3.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4,3,4,4,3,3,5,2,5,1,3,2,4,5,2,2,2
201,448,3_7,36,Female,"White or Caucasian,Black or African American",3.0,2.0,2.0,5.235294118,3.7058823529411766,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,7.0,7.0,7.0,7.0,4.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,1.0,4.0,7.0,7.0,4,3,4,4,3,3,3,5,5,2,5,2,4,1,5,5,5
205,448,3_7,29,Female,Other,2.0,1.0,1.375,5.0,4.529411764705882,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,4.0,4.0,4.0,7.0,4.0,2.0,4.0,4.0,5.0,4.0,7.0,6.0,4.0,6.0,7.0,6.0,6,4,5,5,4,4,3,5,6,2,6,3,5,1,6,6,6
224,448,3_7,50,Female,Black or African American,5.0,3.0,2.25,1.176470588,4.235294117647059,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,4,5,4,4,3,3,6,2,5,3,5,1,6,6,6
233,448,3_7,34,Male,White or Caucasian,6.0,5.0,2.375,3.705882353,4.235294117647059,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,1.0,1.0,4.0,6.0,7.0,4.0,1.0,7.0,1.0,1.0,1.0,7.0,1.0,6.0,6.0,7.0,5,4,5,5,4,4,3,4,6,2,5,2,5,2,5,5,6
239,448,3_7,48,Female,White or Caucasian,6.0,5.0,2.875,4.0,3.7058823529411766,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,3,4,3,4,4,2,5,2,4,1,5,5,5
247,448,3_7,30,Male,White or Caucasian,2.0,1.0,1.375,1.0,4.117647058823529,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,4,4,4,4,3,5,6,2,5,2,5,1,5,5,6
252,448,3_7,59,Female,White or Caucasian,2.0,3.0,1.625,4.823529412,3.9411764705882355,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,3.0,5.0,3.0,6.0,2.0,7.0,7.0,5.0,1.0,7.0,1.0,3.0,7.0,6.0,7.0,7.0,5,3,4,3,5,3,2,4,6,2,5,2,6,1,5,5,6
266,448,3_7,28,Female,Other,5.0,3.0,3.625,4.470588235,4.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,6.0,5.0,5,5,6,6,4,5,3,4,6,2,6,2,5,1,6,6,6
278,448,3_7,52,Female,White or Caucasian,2.0,5.0,1.125,1.882352941,3.8823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5,4,5,2,4,3,3,5,6,2,2,2,6,1,5,5,6
288,448,3_7,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,4.117647059,4.117647058823529,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5,4,4,5,4,4,3,4,6,3,5,2,5,1,5,5,5
302,511,4_18,24,Male,White or Caucasian,2.0,2.0,2.75,1.058823529,2.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,2,2,2,2,3,2,3,1,2,1,2,2,2,2,3
328,511,4_18,44,Male,White or Caucasian,2.0,2.0,1.75,1.705882353,2.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,3,2,2,2,4,2,4,1,3,1,3,3,2,2,3
337,511,4_18,52,Male,Black or African American,5.0,3.0,1.125,6.117647059,2.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,2,2,3,2,2,2,2,2,3,1,2,1,2,2,3,3,3
344,511,4_18,48,Female,White or Caucasian,4.0,3.0,2.0,1.0,2.4705882352941178,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,2,2,2,3,2,4,2,2,1,3,2,3,2,4
346,511,4_18,38,Female,White or Caucasian,2.0,2.0,4.125,4.0,4.0,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,5,4,5,4,5,4,3,6,2,4,2,4,4,4,3,5
355,511,4_18,29,Female,Other,5.0,2.0,2.625,2.117647059,2.235294117647059,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2,2,3,2,2,2,3,2,3,1,2,1,2,2,3,2,4
359,511,4_18,34,Male,White or Caucasian,6.0,3.0,2.625,3.235294118,2.0,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,3.0,5.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,4.0,2,2,2,2,2,2,3,2,3,1,2,1,2,2,2,2,2
394,511,4_18,33,Male,Black or African American,5.0,3.0,4.125,4.764705882,3.1176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,2.0,6.0,5.0,5.0,5.0,5.0,4,3,4,3,3,3,4,3,5,1,3,1,3,3,3,3,4
200,372,3_109,57,Female,White or Caucasian,6.0,1.0,3.625,5.588235294,5.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,3.0,6.0,6.0,6.0,5.0,6.0,3.0,5,6,6,7,5,7,6,6,5,2,5,4,6,7,3,3,3
211,372,3_109,48,Female,Black or African American,6.0,3.0,2.5,4.470588235,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,3.0,4.0,7.0,5.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,5.0,6.0,3.0,7.0,3.0,4,4,4,5,4,5,5,4,3,1,4,3,4,6,2,2,2
214,372,3_109,40,Male,White or Caucasian,5.0,4.0,3.375,2.0,4.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4,5,4,6,5,6,5,5,4,1,4,3,5,6,2,2,2
233,372,3_109,34,Male,White or Caucasian,6.0,5.0,2.375,1.0,3.8823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,5,5,4,4,5,6,4,1,4,3,4,7,2,2,2
234,372,3_109,66,Male,Black or African American,5.0,5.0,2.125,1.647058824,4.647058823529412,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5,5,4,6,5,6,6,5,5,1,6,4,5,7,3,3,3
253,372,3_109,28,Female,White or Caucasian,4.0,3.0,3.625,1.823529412,4.529411764705882,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,5,6,6,6,5,6,5,4,4,1,5,4,5,6,3,3,3
267,372,3_109,21,Male,Other,3.0,2.0,3.625,3.705882353,4.705882352941177,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,6.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,5,6,5,6,5,6,5,4,4,3,5,4,6,7,3,3,3
269,372,3_109,53,Male,White or Caucasian,3.0,2.0,4.125,4.705882353,5.235294117647059,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,6.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,2.0,6.0,6.0,3.0,2.0,3.0,5,6,6,6,6,7,6,6,5,2,5,4,6,7,4,4,4
273,372,3_109,64,Female,Asian,5.0,6.0,1.5,1.941176471,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4,4,4,5,4,5,5,5,3,1,4,2,4,6,2,2,2
292,372,3_109,30,Male,White or Caucasian,6.0,5.0,3.375,4.058823529,4.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,4.0,5.0,4.0,2.0,2.0,6.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4,5,5,6,4,5,5,3,4,3,4,3,5,6,3,3,3
298,372,3_109,51,Female,Black or African American,4.0,2.0,2.0,5.529411765,3.764705882352941,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,6.0,5.0,4.0,5,4,5,5,4,4,5,4,4,1,4,3,4,6,2,2,2
303,559,4_61,48,Male,White or Caucasian,6.0,3.0,2.625,3.647058824,3.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,4,3,4,4,3,4,6,4,2,2,5,1,2,5,3,3,3
332,559,4_61,52,Female,White or Caucasian,5.0,4.0,3.625,6.588235294,3.3529411764705883,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3,3,5,4,2,4,6,3,2,1,5,1,2,5,4,4,3
340,559,4_61,24,Male,Other,4.0,2.0,4.375,5.882352941,2.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,2,2,3,2,2,3,5,3,1,4,4,1,2,5,2,2,2
343,559,4_61,44,Female,White or Caucasian,5.0,5.0,2.75,3.941176471,2.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",2.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,4.0,2.0,3.0,3,2,4,3,2,3,5,3,1,1,4,1,2,4,2,2,2
349,559,4_61,29,Female,White or Caucasian,5.0,3.0,3.875,3.882352941,3.4705882352941178,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,3,3,4,4,2,4,5,4,2,3,5,1,2,5,4,4,4
368,559,4_61,41,Male,Black or African American,2.0,2.0,2.875,4.411764706,2.3529411764705883,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,3.0,5.0,5.0,4.0,3.0,4.0,6.0,3.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,2.0,2,2,3,2,2,3,4,3,1,1,4,1,1,4,3,2,2
379,559,4_61,26,Female,White or Caucasian,3.0,3.0,2.25,5.764705882,2.7058823529411766,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0,6.0,7.0,5.0,5.0,7.0,5.0,7.0,4.0,3,2,4,4,2,3,4,3,2,1,4,1,2,4,3,2,2
383,559,4_61,80,Male,White or Caucasian,6.0,4.0,1.875,3.941176471,2.0588235294117645,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,3.0,5.0,3.0,2,2,3,2,2,2,4,2,1,1,3,1,1,3,2,2,2
206,477,3_96,45,Male,White or Caucasian,6.0,6.0,2.625,4.588235294,2.0,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,1.0,6.0,3.0,5.0,4.0,5.0,6.0,3.0,2,2,2,2,2,2,3,2,2,1,3,1,2,2,2,2,2
226,477,3_96,37,Female,White or Caucasian,4.0,3.0,1.5,2.647058824,2.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,3,2,3,3,2,2,4,2,2,1,4,1,2,3,3,2,2
229,477,3_96,50,Female,White or Caucasian,3.0,1.0,4.125,4.882352941,2.823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,1.0,4.0,1.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,1.0,5.0,1.0,7.0,7.0,7.0,2,2,3,3,2,4,6,3,2,1,5,1,2,5,3,2,2
260,477,3_96,28,Female,White or Caucasian,5.0,4.0,2.375,1.764705882,2.823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3,2,4,3,2,3,5,3,2,1,4,1,2,4,3,3,3
274,477,3_96,56,Female,White or Caucasian,2.0,2.0,2.75,5.588235294,2.7058823529411766,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",4.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,4.0,6.0,7.0,5.0,3,2,4,3,2,3,5,2,2,2,4,1,2,4,3,2,2
286,477,3_96,28,Female,White or Caucasian,2.0,2.0,4.0,2.411764706,3.8823529411764706,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3,4,4,5,3,5,6,4,3,4,5,2,3,5,4,3,3
295,477,3_96,44,Female,Black or African American,5.0,nan,3.0,3.352941176,2.4705882352941178,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,2,2,3,3,2,3,5,2,2,1,4,1,2,4,2,2,2
298,477,3_96,51,Female,Black or African American,4.0,2.0,2.0,4.176470588,2.5294117647058822,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",3.0,5.0,6.0,5.0,4.0,5.0,6.0,7.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,6.0,4.0,3,2,4,3,2,3,4,2,2,1,4,1,2,3,3,2,2
199,473,3_92,26,Female,White or Caucasian,6.0,3.0,1.625,4.705882353,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,6.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,4.0,5.0,6.0,4.0,7,3,6,2,6,4,2,1,6,2,3,4,5,1,4,3,3
207,473,3_92,66,Female,"White or Caucasian,Other",4.0,1.0,1.25,4.882352941,2.764705882352941,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,7.0,7.0,6.0,6.0,7.0,3.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,5.0,4.0,4.0,6,2,5,2,5,3,2,1,4,1,3,2,4,1,2,2,2
221,473,3_92,32,Male,American Indian/Native American or Alaska Native,3.0,2.0,1.25,5.0,3.4705882352941178,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,6.0,5.0,5.0,7.0,6.0,4.0,1.0,5.0,3.0,6.0,5.0,6.0,1.0,6.0,6.0,6.0,6,3,5,2,6,4,2,1,5,1,4,4,5,1,4,3,3
235,473,3_92,25,Female,Other,5.0,4.0,3.125,4.823529412,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,2.0,6.0,6.0,6.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,6,4,5,3,5,4,2,1,6,2,3,4,6,1,3,4,3
245,473,3_92,40,Female,Black or African American,5.0,5.0,2.625,3.411764706,3.176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,1.0,7.0,2.0,7.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,4.0,5.0,6,3,5,2,5,4,2,1,5,2,3,4,5,1,2,2,2
260,473,3_92,28,Female,White or Caucasian,5.0,4.0,2.375,3.588235294,3.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,6.0,2.0,5.0,1.0,6.0,1.0,5.0,5.0,5.0,6,4,5,3,5,4,2,1,6,4,3,4,5,1,3,2,3
277,473,3_92,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,4.235294118,3.1176470588235294,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,1.0,7.0,4.0,6.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,6.0,4.0,6,3,5,2,5,3,2,1,6,1,2,4,5,1,2,3,2
281,473,3_92,57,Female,White or Caucasian,6.0,3.0,1.75,5.117647059,2.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,5.0,7.0,6.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,6.0,7.0,6.0,5,2,4,2,4,3,1,1,3,1,3,2,3,1,2,2,2
290,473,3_92,44,Female,White or Caucasian,5.0,2.0,3.375,5.647058824,3.6470588235294117,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,6.0,7.0,6.0,7.0,7.0,4.0,3.0,6.0,4.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,6,4,5,3,5,4,2,1,6,3,3,4,5,2,3,3,3
306,566,4_68,24,Female,White or Caucasian,3.0,2.0,2.5,4.352941176,5.411764705882353,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",6.0,1.0,7.0,6.0,5.0,4.0,1.0,1.0,7.0,7.0,5.0,1.0,6.0,1.0,4.0,7.0,5.0,6,5,6,4,6,5,6,5,7,5,6,4,7,1,6,6,7
323,566,4_68,67,Female,White or Caucasian,6.0,nan,2.875,4.882352941,5.0,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,7.0,6.0,3.0,1.0,7.0,5.0,5.0,5.0,5.0,6,5,5,4,6,5,6,4,7,5,5,4,6,1,5,5,6
329,566,4_68,41,Female,White or Caucasian,5.0,2.0,2.625,5.823529412,4.588235294117647,,"[{""video_id"": 51, ""participant_id"": 67}, {""video_id"": 908, ""participant_id"": 639}, {""video_id"": 449, ""participant_id"": 280}]",7.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,2.0,6.0,6.0,7.0,6.0,6.0,6,3,5,3,5,4,5,4,6,4,5,4,5,1,6,6,6
