participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,thought_summary,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
254,432,3_55,28,Female,Asian,5.0,3.0,3.375,2.882352941,,,,,N must be divisible by block_n,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,
257,459,3_8,70,Male,White or Caucasian,5.0,4.0,3.625,2.470588235,,,,,N must be divisible by block_n,1.0,1.0,1.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,
257,362,3_10,70,Male,White or Caucasian,5.0,4.0,3.625,5.352941176,,,,,N must be divisible by block_n,5.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,7.0,5.0,5.0,1.0,6.0,5.0,5.0,5.0,7.0,,,,,,,,,,,,,,,,,
258,464,3_84,43,Female,White or Caucasian,6.0,2.0,2.875,1.352941176,,,,,N must be divisible by block_n,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
258,426,3_5,43,Female,White or Caucasian,6.0,2.0,2.875,5.529411765,,,,,N must be divisible by block_n,7.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,
259,464,3_84,38,Female,White or Caucasian,2.0,1.0,2.625,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
259,459,3_8,38,Female,White or Caucasian,2.0,1.0,2.625,1.941176471,,,,,N must be divisible by block_n,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
260,473,3_92,48,Male,White or Caucasian,3.0,1.0,4.375,3.588235294,,,,,N must be divisible by block_n,5.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,6.0,2.0,5.0,1.0,6.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
260,477,3_96,48,Male,White or Caucasian,3.0,1.0,4.375,1.764705882,,,,,N must be divisible by block_n,4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
261,434,3_57,44,Female,White or Caucasian,3.0,2.0,2.25,4.941176471,,,,,N must be divisible by block_n,5.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,6.0,1.0,4.0,1.0,7.0,7.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,
263,394,3_20,44,Male,White or Caucasian,2.0,2.0,3.0,4.235294118,,,,,N must be divisible by block_n,5.0,4.0,5.0,5.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,,
264,370,3_107,55,Female,Black or African American,6.0,2.0,1.875,2.705882353,,,,,N must be divisible by block_n,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,
265,394,3_20,34,Female,White or Caucasian,6.0,2.0,2.5,1.470588235,,,,,N must be divisible by block_n,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
266,448,3_7,20,Male,White or Caucasian,4.0,2.0,2.125,4.470588235,,,,,N must be divisible by block_n,5.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,6.0,5.0,,,,,,,,,,,,,,,,,
266,434,3_57,20,Male,White or Caucasian,4.0,2.0,2.125,2.352941176,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,4.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
267,381,3_117,55,Female,White or Caucasian,3.0,2.0,1.75,5.294117647,,,,,N must be divisible by block_n,6.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,7.0,5.0,,,,,,,,,,,,,,,,,
267,426,3_5,55,Female,White or Caucasian,3.0,2.0,1.75,1.882352941,,,,,N must be divisible by block_n,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,
267,372,3_109,55,Female,White or Caucasian,3.0,2.0,1.75,3.705882353,,,,,N must be divisible by block_n,2.0,6.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,
269,372,3_109,56,Female,"White or Caucasian,Asian",2.0,nan,2.375,4.705882353,,,,,N must be divisible by block_n,5.0,6.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,2.0,6.0,6.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
270,362,3_10,27,Female,Other,3.0,1.0,3.0,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
271,426,3_5,31,Male,White or Caucasian,5.0,1.0,2.5,5.941176471,,,,,N must be divisible by block_n,4.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,5.0,6.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,
272,434,3_57,25,Male,White or Caucasian,6.0,2.0,3.375,3.235294118,,,,,N must be divisible by block_n,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,6.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
273,459,3_8,50,Male,White or Caucasian,5.0,5.0,2.75,3.764705882,,,,,N must be divisible by block_n,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,
273,372,3_109,50,Male,White or Caucasian,5.0,5.0,2.75,1.941176471,,,,,N must be divisible by block_n,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
274,477,3_96,67,Female,White or Caucasian,2.0,3.0,1.75,5.588235294,,,,,N must be divisible by block_n,4.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,4.0,6.0,7.0,5.0,,,,,,,,,,,,,,,,,
274,362,3_10,67,Female,White or Caucasian,2.0,3.0,1.75,4.235294118,,,,,N must be divisible by block_n,4.0,5.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,2.0,5.0,6.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
274,394,3_20,67,Female,White or Caucasian,2.0,3.0,1.75,3.0,,,,,N must be divisible by block_n,3.0,2.0,5.0,2.0,1.0,4.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
275,434,3_57,45,Male,Asian,5.0,2.0,2.875,4.294117647,,,,,N must be divisible by block_n,5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
275,362,3_10,45,Male,Asian,5.0,2.0,2.875,2.764705882,,,,,N must be divisible by block_n,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
277,370,3_107,48,Female,White or Caucasian,5.0,nan,3.375,3.235294118,,,,,N must be divisible by block_n,3.0,1.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,
277,473,3_92,48,Female,White or Caucasian,5.0,nan,3.375,4.235294118,,,,,N must be divisible by block_n,6.0,1.0,7.0,4.0,6.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,6.0,4.0,,,,,,,,,,,,,,,,,
278,448,3_7,30,Non-binary / third gender,White or Caucasian,3.0,3.0,2.75,1.882352941,,,,,N must be divisible by block_n,2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
279,370,3_107,30,Female,White or Caucasian,3.0,6.0,2.125,3.647058824,,,,,N must be divisible by block_n,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,
279,459,3_8,30,Female,White or Caucasian,3.0,6.0,2.125,4.176470588,,,,,N must be divisible by block_n,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,
281,473,3_92,26,Female,"White or Caucasian,American Indian/Native American or Alaska Native",4.0,5.0,2.5,5.117647059,,,,,N must be divisible by block_n,7.0,5.0,7.0,6.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,
281,394,3_20,26,Female,"White or Caucasian,American Indian/Native American or Alaska Native",4.0,5.0,2.5,2.882352941,,,,,N must be divisible by block_n,1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,
283,381,3_117,42,Male,White or Caucasian,6.0,4.0,1.75,2.117647059,,,,,N must be divisible by block_n,4.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
284,434,3_57,97215,Female,White or Caucasian,2.0,4.0,2.25,4.647058824,,,,,N must be divisible by block_n,2.0,7.0,4.0,7.0,6.0,7.0,7.0,5.0,2.0,3.0,3.0,5.0,7.0,6.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,
286,477,3_96,44,Female,American Indian/Native American or Alaska Native,2.0,2.0,1.25,2.411764706,,,,,N must be divisible by block_n,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,
288,381,3_117,72,Female,White or Caucasian,5.0,3.0,1.75,2.588235294,,,,,N must be divisible by block_n,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
288,448,3_7,72,Female,White or Caucasian,5.0,3.0,1.75,4.117647059,,,,,N must be divisible by block_n,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
290,473,3_92,51,Male,White or Caucasian,6.0,4.0,3.5,5.647058824,,,,,N must be divisible by block_n,7.0,6.0,7.0,6.0,7.0,7.0,4.0,3.0,6.0,4.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,
292,372,3_109,31,Male,"White or Caucasian,Asian",4.0,2.0,1.875,4.058823529,,,,,N must be divisible by block_n,3.0,4.0,5.0,4.0,2.0,2.0,6.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
292,432,3_55,31,Male,"White or Caucasian,Asian",4.0,2.0,1.875,3.529411765,,,,,N must be divisible by block_n,1.0,1.0,6.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
293,370,3_107,42,Male,White or Caucasian,1.0,2.0,2.75,4.411764706,,,,,N must be divisible by block_n,4.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0,4.0,4.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,
294,362,3_10,45,Female,White or Caucasian,4.0,3.0,2.125,1.411764706,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
295,477,3_96,37,Male,White or Caucasian,1.0,2.0,3.0,3.352941176,,,,,N must be divisible by block_n,6.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,
295,426,3_5,37,Male,White or Caucasian,1.0,2.0,3.0,3.352941176,,,,,N must be divisible by block_n,5.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
297,381,3_117,30,Female,White or Caucasian,5.0,1.0,1.125,5.882352941,,,,,N must be divisible by block_n,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,
298,477,3_96,26,Female,White or Caucasian,6.0,nan,2.0,4.176470588,,,,,N must be divisible by block_n,3.0,5.0,6.0,5.0,4.0,5.0,6.0,7.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,6.0,4.0,,,,,,,,,,,,,,,,,
298,372,3_109,26,Female,White or Caucasian,6.0,nan,2.0,5.529411765,,,,,N must be divisible by block_n,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,6.0,5.0,4.0,,,,,,,,,,,,,,,,,
299,434,3_57,43,Male,White or Caucasian,3.0,4.0,1.25,3.352941176,,,,,N must be divisible by block_n,2.0,6.0,4.0,3.0,3.0,6.0,5.0,2.0,6.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
300,370,3_107,20,Male,White or Caucasian,3.0,6.0,3.375,4.411764706,,,,,N must be divisible by block_n,5.0,3.0,5.0,4.0,3.0,5.0,7.0,3.0,6.0,6.0,2.0,3.0,5.0,3.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,
302,511,4_18,29,Male,White or Caucasian,4.0,6.0,2.25,1.058823529,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
302,507,4_14,29,Male,White or Caucasian,4.0,6.0,2.25,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
303,559,4_61,41,Male,Asian,3.0,3.0,2.5,3.647058824,,,,,N must be divisible by block_n,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,,,,,,,,,,,,,,,,,
303,498,4_114,41,Male,Asian,3.0,3.0,2.5,3.764705882,,,,,N must be divisible by block_n,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
306,566,4_68,70,Male,White or Caucasian,4.0,2.0,3.625,4.352941176,,,,,N must be divisible by block_n,6.0,1.0,7.0,6.0,5.0,4.0,1.0,1.0,7.0,7.0,5.0,1.0,6.0,1.0,4.0,7.0,5.0,,,,,,,,,,,,,,,,,
306,492,4_109,70,Male,White or Caucasian,4.0,2.0,3.625,1.470588235,,,,,N must be divisible by block_n,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
307,537,4_41,62,Male,Asian,5.0,5.0,3.625,1.529411765,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,
309,528,4_33,27,Male,White or Caucasian,4.0,3.0,3.5,6.647058824,,,,,N must be divisible by block_n,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,
309,520,4_26,27,Male,White or Caucasian,4.0,3.0,3.5,6.529411765,,,,,N must be divisible by block_n,7.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,,,,,,,,,,,,,,,,,
309,582,4_82,27,Male,White or Caucasian,4.0,3.0,3.5,2.882352941,,,,,N must be divisible by block_n,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,
309,542,4_46,27,Male,White or Caucasian,4.0,3.0,3.5,5.176470588,,,,,N must be divisible by block_n,6.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,
310,524,4_3,55,Female,Black or African American,4.0,2.0,2.75,4.705882353,,,,,N must be divisible by block_n,5.0,2.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
310,525,4_30,55,Female,Black or African American,4.0,2.0,2.75,4.352941176,,,,,N must be divisible by block_n,6.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,6.0,4.0,6.0,1.0,6.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
311,534,4_39,29,Non-binary / third gender,White or Caucasian,2.0,5.0,1.0,4.470588235,,,,,N must be divisible by block_n,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,6.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
314,507,4_14,45,Male,White or Caucasian,6.0,1.0,2.375,4.117647059,,,,,N must be divisible by block_n,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,
315,542,4_46,38,Female,White or Caucasian,2.0,4.0,2.25,4.941176471,,,,,N must be divisible by block_n,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,
315,537,4_41,38,Female,White or Caucasian,2.0,4.0,2.25,4.235294118,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,
316,528,4_33,56,Female,White or Caucasian,4.0,4.0,3.125,6.176470588,,,,,N must be divisible by block_n,6.0,2.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,
317,582,4_82,25,Male,Black or African American,5.0,5.0,2.625,1.176470588,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
318,525,4_30,37,Male,White or Caucasian,5.0,5.0,2.25,5.647058824,,,,,N must be divisible by block_n,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,4.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,
319,534,4_39,51,Male,White or Caucasian,3.0,3.0,1.0,5.117647059,,,,,N must be divisible by block_n,6.0,5.0,7.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,1.0,6.0,6.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,
320,520,4_26,21,Male,White or Caucasian,3.0,5.0,2.5,4.411764706,,,,,N must be divisible by block_n,5.0,5.0,7.0,4.0,7.0,6.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,
322,498,4_114,55,Male,White or Caucasian,3.0,6.0,2.875,4.352941176,,,,,N must be divisible by block_n,3.0,3.0,5.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,5.0,2.0,5.0,7.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,
323,492,4_109,67,Male,White or Caucasian,4.0,1.0,1.625,3.882352941,,,,,N must be divisible by block_n,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,
323,566,4_68,67,Male,White or Caucasian,4.0,1.0,1.625,4.882352941,,,,,N must be divisible by block_n,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,7.0,6.0,3.0,1.0,7.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,
323,582,4_82,67,Male,White or Caucasian,4.0,1.0,1.625,3.647058824,,,,,N must be divisible by block_n,4.0,3.0,7.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,
323,520,4_26,67,Male,White or Caucasian,4.0,1.0,1.625,3.764705882,,,,,N must be divisible by block_n,5.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,
324,524,4_3,57,Female,White or Caucasian,6.0,2.0,2.5,3.294117647,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,
324,531,4_36,57,Female,White or Caucasian,6.0,2.0,2.5,3.529411765,,,,,N must be divisible by block_n,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
325,531,4_36,64,Male,White or Caucasian,4.0,nan,3.25,4.352941176,,,,,N must be divisible by block_n,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,6.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,
325,524,4_3,64,Male,White or Caucasian,4.0,nan,3.25,4.411764706,,,,,N must be divisible by block_n,3.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,3.0,6.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,
326,492,4_109,55,Male,White or Caucasian,3.0,5.0,2.5,2.588235294,,,,,N must be divisible by block_n,5.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,
326,537,4_41,55,Male,White or Caucasian,3.0,5.0,2.5,4.058823529,,,,,N must be divisible by block_n,5.0,2.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,
328,524,4_3,31,Male,White or Caucasian,3.0,1.0,2.375,3.823529412,,,,,N must be divisible by block_n,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,
328,511,4_18,31,Male,White or Caucasian,3.0,1.0,2.375,1.705882353,,,,,N must be divisible by block_n,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
329,566,4_68,29,Female,Black or African American,5.0,6.0,4.25,5.823529412,,,,,N must be divisible by block_n,7.0,4.0,6.0,5.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,2.0,6.0,6.0,7.0,6.0,6.0,,,,,,,,,,,,,,,,,
329,525,4_30,29,Female,Black or African American,5.0,6.0,4.25,5.235294118,,,,,N must be divisible by block_n,6.0,4.0,7.0,4.0,7.0,6.0,6.0,6.0,6.0,2.0,6.0,1.0,6.0,5.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,
330,507,4_14,33,Male,Black or African American,4.0,5.0,1.625,4.352941176,,,,,N must be divisible by block_n,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,7.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,
330,531,4_36,33,Male,Black or African American,4.0,5.0,1.625,1.294117647,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
331,542,4_46,36,Male,White or Caucasian,6.0,2.0,3.0,5.117647059,,,,,N must be divisible by block_n,4.0,5.0,1.0,5.0,5.0,5.0,7.0,4.0,5.0,1.0,7.0,6.0,7.0,4.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,
332,559,4_61,24,Male,Black or African American,6.0,6.0,4.0,6.588235294,,,,,N must be divisible by block_n,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,
333,507,4_14,48,Male,Black or African American,5.0,2.0,3.0,1.0,,,,,N must be divisible by block_n,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
334,520,4_26,54,Female,White or Caucasian,2.0,4.0,2.875,2.823529412,,,,,N must be divisible by block_n,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,
335,528,4_33,51,Female,Other,2.0,6.0,2.125,6.235294118,,,,,N must be divisible by block_n,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,
337,511,4_18,20,Non-binary / third gender,"White or Caucasian,Other",3.0,5.0,3.75,6.117647059,,,,,N must be divisible by block_n,1.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,
