participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
68,8,1_105,67,Female,White or Caucasian,3.0,2.0,1.625,5.647058824,1.8235294117647058,"1. The video features a dachshund sitting on a chair and howling along to a pop song playing in the background. It is a simple, home-style video focused on the dog's vocalizations.
2. As a 67-year-old female with a very low sensation-seeking score (1.62), I would likely find this video pleasant and ""cute,"" but I would not find it exciting, intense, or particularly impactful. My preference for low-stimulation content means I would perceive this as a mild, everyday type of entertainment rather than something sensational.
3. The ratings reflect this low-intensity perception. Most categories related to drama, intensity, and arousal are rated at the lowest levels (1-2). The ""emotional"" and ""unusual"" categories receive slightly higher scores (3) because the dog's behavior is endearing and somewhat distinct from a typical dog video, but still well within the realm of common internet content.",5.0,7.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,3,1,2,2,1,2,2,2,1,1,2,1,1,3,2,2,3
76,8,1_105,40,Male,Other,5.0,3.0,2.625,1.0,2.5294117647058822,"1. The video features a dachshund sitting on a chair and ""singing"" or howling along to a pop song playing in the background. The owner praises the dog at the end of the clip.
2. As a 40-year-old male with a moderate-low sensation-seeking score, I find the video mildly amusing and ""cute,"" but it lacks the high-intensity or high-stakes content that would trigger a strong physiological or emotional reaction. It's a pleasant, low-energy distraction.
3. I am mapping my reaction by giving low scores to items related to intensity, drama, and physical arousal (like goosebumps or powerful impact), while giving moderate scores to novelty and creativity because the dog's behavior is charming and well-captured, even if pet videos are a common genre.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,2,2,2,3,3,2,1,4,1,2,3,3,3,4
83,8,1_105,61,Female,Black or African American,3.0,1.0,2.375,4.823529412,3.0588235294117645,"1. The video features a dachshund ""singing"" along to a dramatic power ballad. The dog's vocalizations are synchronized with the high notes of the music, creating a humorous and heartwarming effect.
2. As a 61-year-old woman with a lower sensation-seeking score, I would find this video very charming and sweet. It's the kind of lighthearted content that is pleasant to watch without being overwhelming or intense. I would appreciate the dog's ""talent"" and the cute interaction between the pet and the music.
3. I will rate the novelty and creativity as moderate because while singing dogs are a known trope, this specific performance is quite unique. Emotional arousal will be moderate (heartwarming), while dramatic impact items like ""intense"" or ""graphic"" will be rated very low, as the video is gentle and safe. The soundtrack rating will be higher because the music itself is quite powerful and central to the video's theme.",6.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,4,2,3,3,2,3,3,3,4,1,4,1,2,5,4,4,4
88,8,1_105,23,Male,Asian,3.0,1.0,2.75,2.823529412,2.411764705882353,"1. The video features a dachshund ""singing"" (howling) along to a well-known power ballad. It is a typical ""cute pet"" video common on social media platforms like Instagram Reels.
2. As a 23-year-old male with a moderate-low sensation-seeking score (2.75), I would likely find this video mildly amusing or ""cute,"" but it wouldn't provide a high level of excitement or stimulation. It's a pleasant, low-energy clip that is easily consumable but not particularly impactful or intense.
3. I map this reaction by giving low scores to items related to intensity, drama, and physical arousal (like goosebumps or powerful impact). I give mid-range scores for novelty and soundtrack, as the dog's behavior is specific and the music is a central, recognizable element. Visual and graphic scores remain low as the production is simple and non-graphic.",6.0,1.0,1.0,5.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,3,2,3,2,2,2,2,3,2,1,3,1,2,4,3,3,3
102,279,2_25,40,Male,"Black or African American,Asian",5.0,6.0,1.625,3.058823529,1.3529411764705883,"1. The video features a standard celebrity talk show segment where Julia Fox discusses a past date, hinting that it was with Drake. The content is typical celebrity gossip, presented in a familiar interview format with a live audience reaction.
2. As a 40-year-old male with a very low sensation-seeking score (1.62) and a high level of education, I would likely find this content trivial, unengaging, and lacking in substance. The ""revelation"" is minor and the excitement of the studio audience would feel forced or irrelevant to me.
3. I map this reaction to the lower end of the scales. The video lacks novelty, emotional depth, or dramatic intensity. The visuals and sound are standard for television and do not provide a ""sensational"" experience.",3.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2
126,279,2_25,64,Female,White or Caucasian,5.0,3.0,1.875,4.058823529,1.411764705882353,"1. The video is a short clip from a late-night talk show (""Watch What Happens Live"") featuring an interview with Julia Fox. The content focuses on celebrity gossip, specifically a vague confirmation of a date with the rapper Drake.
2. As a 64-year-old woman with a low sensation-seeking score (1.88), I would likely find this content trivial and unengaging. The high-energy audience reactions and the focus on celebrity dating lives would seem superficial and ""ordinary"" rather than exciting or impactful.
3. Because the video follows a standard talk show format and deals with common tabloid-style subject matter, I would rate it very low on novelty, emotional arousal, and dramatic impact. The production is professional but not ""creative"" or ""intense"" in a meaningful way.",5.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2
127,279,2_25,65,Female,White or Caucasian,3.0,2.0,1.875,3.588235294,1.4705882352941178,"1. The video features a standard celebrity interview segment from a late-night talk show, focusing on lighthearted gossip regarding Julia Fox's dating life.
2. As a 65-year-old woman with a low sensation-seeking score, I find this type of content to be quite trivial and unengaging. It lacks any significant emotional depth, intellectual stimulation, or visual excitement that would make it stand out.
3. The ratings reflect the ordinary nature of the clip. Since it follows a very common television format and discusses celebrity rumors, it scores low on novelty, emotional arousal, and dramatic impact.",4.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,3.0,5.0,5.0,1.0,3.0,3.0,5.0,7.0,3.0,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2
133,279,2_25,25,Female,White or Caucasian,6.0,3.0,3.0,5.823529412,3.0588235294117645,"1. The video is a clip from a popular celebrity talk show, ""Watch What Happens Live,"" featuring Julia Fox discussing a high-profile date. The main characteristics are celebrity gossip, a ""reveal"" moment regarding Drake, and a standard talk-show interview format with audience reactions.
2. As a 25-year-old female with a graduate degree and a moderate sensation-seeking score (3.00), I would likely find this content mildly entertaining as a piece of pop culture trivia. It’s the kind of content that is engaging enough to watch while scrolling but doesn't leave a lasting or deep impact. The gossip provides a small ""hook,"" but the production is very standard.
3. I map this reaction by giving moderate scores to items like ""exciting,"" ""involving,"" and ""dramatic"" because of the celebrity reveal and audience gasps. However, I give low scores to ""powerful impact,"" ""intense,"" and ""goosebump"" because the content is lighthearted and superficial. Novelty scores are mid-range because while the specific anecdote is new, the format and subject matter (celebrity dating) are very common.",4.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,2,3,4,4,2,3,3,4,4,3,3,1,2,2,4,4,4
147,279,2_25,40,Male,Black or African American,6.0,4.0,1.5,4.058823529,1.2941176470588236,"1. The video features a standard celebrity talk show segment where Julia Fox hints at a past date with Drake. The content is centered on celebrity gossip, luxury lifestyle mentions (private jets, Chanel bags), and audience reactions.
2. As a 40-year-old male with a graduate degree and a very low sensation-seeking score (1.50), I find this type of content trivial and lacking in substance. I am not the target audience for celebrity rumors or the manufactured drama of late-night talk shows. My reaction is one of indifference; I find the clip neither exciting nor intellectually stimulating.
3. Because I have a low preference for high-intensity or novel experiences, I perceive the video's attempts at being ""sensational"" (the ""big reveal,"" the audience gasping) as very weak. Consequently, I rate the video at the lowest end of the scales for emotional arousal, dramatic impact, and novelty.",4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2
160,279,2_25,49,Male,White or Caucasian,5.0,5.0,3.25,2.294117647,2.411764705882353,"1. The video is a typical celebrity talk show segment from ""Watch What Happens Live with Andy Cohen,"" featuring Julia Fox discussing a high-profile date. The climax of the clip is her coy ""maybe"" when asked if the date was with Drake, which triggers a loud audience reaction.
2. As a 49-year-old male with a bachelor's degree and a moderate sensation-seeking score (3.25), I would likely view this as light entertainment or ""fluff."" While the celebrity gossip might be mildly interesting if I follow pop culture, it doesn't provide a high level of intellectual or emotional stimulation.
3. The ratings reflect this middle-of-the-road engagement. The ""dramatic"" and ""exciting"" scores are slightly elevated due to the audience's reaction and the ""reveal"" format, but novelty and impact scores remain low because the talk-show format is very common and the subject matter is relatively trivial.",1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,2,2,3,3,2,3,3,3,4,1,2,1,2,1,3,3,3
170,279,2_25,26,Male,Black or African American,2.0,2.0,1.25,3.941176471,1.1176470588235294,"1. The video is a standard celebrity talk show segment from ""Watch What Happens Live"" featuring Julia Fox. The content focuses on celebrity gossip, specifically a ""reveal"" about a date with Drake, accompanied by typical studio audience reactions.
2. As a 26-year-old male with a very low sensation-seeking score (1.25), I am generally not drawn to high-energy or sensationalized media. While the mention of a prominent figure like Drake is recognizable, the format of a talk show interview is very common and lacks any real intensity, physical thrill, or significant emotional weight.
3. Because the video is a routine entertainment clip with no high-stakes action or unique visual/auditory stimulation, I have rated almost all categories at the lowest level. Small increments were given to ""involving"" and ""dramatic"" only because the clip is designed to tease a secret, which provides a minimal level of engagement.",5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,6.0,5.0,5.0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
11,84,1_66,33,Male,White or Caucasian,5.0,3.0,2.625,1.0,1.6470588235294117,"1. The video is a static motivational post featuring a cosmic eye and DNA helix with text about shifting one's perspective from victimhood to learning. It lacks motion, narrative, or high-production value.
2. As a 33-year-old male with a bachelor's degree and a moderate-to-low sensation-seeking score (2.62), I would likely perceive this as a standard, somewhat cliché ""inspirational"" post. It is not particularly engaging or exciting, and the message is a common self-help trope.
3. Because the video is essentially a still image with text, it scores very low on all measures of sensation. It lacks dramatic tension, emotional intensity, or novelty. The visuals are clear but not ""strong"" in a cinematic sense, and there is no significant audio component to drive arousal.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,2,2
25,84,1_66,51,Female,White or Caucasian,4.0,3.0,2.25,4.588235294,1.6470588235294117,"1. The video is a static image with a motivational quote about shifting one's perspective from a victim mindset (""Why is this happening to me?"") to a growth mindset (""What is this trying to teach me?""). The visuals are cosmic and spiritual, featuring a large eye and a DNA helix.
2. A 51-year-old female with a lower sensation-seeking score (2.25) would likely find this content pleasant and mildly inspiring. It aligns with common self-help themes popular in her demographic. However, because it is a static image without high-intensity action, sound effects, or dramatic pacing, she would not find it ""exciting,"" ""intense,"" or ""arousing.""
3. The ratings reflect a low level of sensationalism. While the message has a mild emotional and involving quality for this respondent, the lack of movement, sound, and novelty (as this is a very common sentiment) results in low scores across the novelty, dramatic impact, and arousal categories.",7.0,7.0,5.0,6.0,7.0,2.0,6.0,1.0,1.0,5.0,6.0,5.0,7.0,1.0,5.0,4.0,3.0,3,1,2,1,2,2,3,1,1,1,2,1,1,1,2,2,2
33,84,1_66,26,Non-binary / third gender,Other,5.0,2.0,3.75,1.176470588,2.0588235294117645,"1. The video consists of a static image featuring a ""third eye"" cosmic graphic and a motivational quote about reframing life's challenges as lessons. It uses a common ""spiritual"" or ""new age"" aesthetic found frequently on social media.
2. As a 26-year-old with a bachelor's degree and a high sensation-seeking score (3.75), I likely find this content somewhat underwhelming. The message is a standard self-help trope that lacks the novelty or high-intensity stimulation I prefer. The visual is colorful but feels like a generic template.
3. The ratings are generally low across the board because the video lacks movement, audio-driven impact, or a unique perspective. The ""strong_visual"" and ""creative"" scores are slightly higher than the minimum because the digital art is detailed, but the emotional and dramatic scores remain low due to the cliché nature of the content.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3,2,2,2,2,2,4,1,2,2,3,1,2,1,2,2,2
49,84,1_66,28,Female,White or Caucasian,3.0,2.0,1.625,3.0,1.588235294117647,"1. The video is a short, static clip featuring a psychedelic digital illustration of an eye with a galaxy iris and DNA strands, accompanied by text that encourages a shift from a victim mindset (""Why is this happening to me?"") to a growth mindset (""What is this trying to teach me?"").
2. As a 28-year-old woman with a very low sensation-seeking score (1.62), I would likely find this content calm and mildly positive, but entirely lacking in the excitement, intensity, or novelty that characterizes ""sensational"" media. It is a common type of inspirational content that is pleasant but not exciting.
3. I have assigned low scores (1-2) to most categories because the video is a static image with no dramatic or auditory elements. The visuals are rated slightly higher (3) due to the colorful digital art, and the cognitive/emotional elements are rated as 2 because the message is intended to be thought-provoking, though it remains a common trope.",7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,6.0,6.0,6.0,2,1,2,1,2,2,3,1,1,1,2,1,1,1,2,2,2
70,84,1_66,53,Male,White or Caucasian,3.0,3.0,2.875,3.588235294,2.7058823529411766,"1. The video is a motivational post featuring a cosmic eye and DNA strands with text about shifting one's perspective from ""Why is this happening to me?"" to ""What is this trying to teach me?"" It uses a spiritual or ""new age"" aesthetic to deliver a common self-help message.
2. As a 53-year-old male with a moderate sensation-seeking score (2.88), I would likely find the message agreeable but not particularly groundbreaking or exciting. The visuals are interesting but typical for this type of social media content. It’s the kind of post that makes you pause for a second to read, but it doesn't evoke a strong physical or emotional reaction.
3. The ratings reflect a low-to-moderate level of sensation. The novelty is low because the message is a common trope. Emotional and dramatic impact are low because the video is essentially a static image with text, lacking high-intensity action, shocking visuals, or a gripping narrative.",3.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,6.0,6.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,3,2,3,2,3,3,4,2,2,3,4,1,2,3,3,3,3
76,84,1_66,40,Male,Other,5.0,3.0,2.625,1.470588235,2.235294117647059,"1. The video consists of a static image featuring a cosmic eye and DNA strands accompanied by a motivational quote about shifting one's perspective from ""Why is this happening to me?"" to ""What is this trying to teach me?""
2. As a 40-year-old male with a bachelor's degree and a moderate-to-low sensation-seeking score (2.62), I would likely perceive this content as a standard, well-meaning, but somewhat cliché self-improvement post. The message is positive and intellectually sound, but the presentation lacks the high-energy or novel stimulation that would trigger a strong reaction.
3. The ratings reflect a low-to-moderate level of engagement. Novelty and dramatic impact scores are low because this type of imagery and message is very common on social media. Emotional arousal scores are also low to moderate, as the message is empowering but the static delivery is not particularly stimulating or intense.",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,3,2,3,3,3,1,2,2,3,1,2,2,2,2,2
94,84,1_66,35,Female,Asian,3.0,nan,2.5,1.411764706,2.2941176470588234,"1. The video is a static image with a cosmic background, a large eye with a nebula iris, DNA strands, and a self-help quote about shifting one's perspective from ""Why is this happening to me?"" to ""What is this trying to teach me?"".
2. As a 35-year-old female with a moderate-low sensation-seeking score (2.50), I would likely find the message positive and meaningful, but the presentation itself is very common on social media. I wouldn't find it particularly exciting or intense, as it is a standard inspirational post rather than high-energy or novel content.
3. The ratings reflect a low level of sensationalism. The novelty is low because this style of ""spiritual/growth"" content is ubiquitous. The emotional and dramatic impacts are minimal because the format is static and the message, while nice, is a familiar trope. Visuals are rated moderately because the digital art is clear, but not ""strong"" in a sensational sense.",3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3,2,3,2,3,3,4,1,2,2,3,1,2,2,2,2,2
95,84,1_66,20,Male,Black or African American,2.0,nan,2.0,2.882352941,1.588235294117647,"1. The video consists of a static image with a cosmic background, an eye, and a DNA helix, accompanied by a motivational quote about shifting one's perspective from victimhood to growth. It is a typical ""self-help"" or ""spiritual"" post found on social media.
2. As a 20-year-old male with a low sensation-seeking score (2.00), the respondent would likely perceive this video as calm and perhaps slightly cliché. He would not find the content particularly stimulating, exciting, or intense, as it lacks action, high-energy audio, or a novel presentation.
3. The ratings reflect the low intensity of the stimulus. Novelty scores are low because this type of messaging is common. Emotional and dramatic impact scores are low because the video is a static quote rather than a visceral or high-stakes experience. Visual scores are slightly higher than the minimum due to the colorful cosmic imagery, but still low overall.",1.0,1.0,7.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,5.0,1.0,2,1,2,1,2,2,3,1,1,1,2,1,1,1,2,2,2
104,350,2_9,37,Female,White or Caucasian,5.0,nan,2.625,5.176470588,3.176470588235294,"1. The video features a high-quality slow-motion sequence of a female athlete competing in a hurdles race, accompanied by a dramatic Hindi voiceover and a rhythmic soundtrack. It focuses on the grace and athleticism of the sport.
2. As a 37-year-old woman with a moderate-to-low sensation-seeking score (2.62), I would find this video professionally made and somewhat inspiring, but not particularly thrilling or intense. I appreciate the skill shown, but sports highlights are a common sight on social media, so it wouldn't feel exceptionally novel or impactful to me.
3. I will map my ratings toward the middle of the scale. The visuals are strong because it's professional footage, and the slow-motion adds a level of drama. However, because I am not a high sensation-seeker, the ""intensity"" and ""arousal"" factors will be rated lower, as the video is more focused on athletic form than high-octane action.",6.0,1.0,4.0,6.0,7.0,7.0,2.0,7.0,7.0,4.0,6.0,1.0,6.0,7.0,6.0,7.0,4.0,3,2,3,4,3,3,5,3,4,2,4,2,3,4,3,3,3
127,350,2_9,65,Female,White or Caucasian,3.0,2.0,1.875,3.647058824,2.3529411764705883,"1. The video features a female athlete competing in a hurdles race, presented with slow-motion effects and a rhythmic soundtrack. It highlights the grace and athleticism of the sport, focusing on the ""legacy"" of the performance.
2. As a 65-year-old female with a low sensation-seeking score (1.88), the respondent is likely to appreciate the athletic skill shown but will find the stylized editing and dramatic music somewhat unnecessary or typical of modern social media. She is not easily swayed by high-intensity visuals or ""sensational"" presentation styles.
3. The ratings will reflect a moderate appreciation for the visual clarity and the subject matter, but low scores for novelty, intensity, and emotional arousal, as this type of sports footage is familiar and the respondent's personality leans toward a preference for calm, straightforward content.",3.0,1.0,5.0,1.0,5.0,4.0,6.0,3.0,2.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,3.0,2,2,3,3,2,2,4,3,3,1,3,1,2,3,2,2,2
136,350,2_9,40,Female,White or Caucasian,5.0,5.0,2.875,5.705882353,3.823529411764706,"1. The video features high-quality slow-motion footage of a world-class athlete competing in a hurdles race, accompanied by a dramatic musical beat and a brief voiceover. It is an inspirational sports highlight designed to showcase athletic prowess and determination.
2. As a 40-year-old woman with a moderate sensation-seeking score (2.88), I find the video professionally made and engaging. I appreciate the skill of the athlete and the dramatic flair added by the slow-motion editing. However, since I am not a high sensation-seeker, I don't find it overwhelming or life-changing; it's a standard, albeit well-executed, sports clip.
3. I will rate the emotional and dramatic items in the mid-range (4-5) because the production quality is high and the subject matter is naturally intense. Novelty items will be rated lower (3) because sports highlights are very common on social media. ""Graphic"" will be rated low as there is no violence or shocking content.",6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,4.0,4.0,1.0,6.0,5.0,4.0,7.0,7.0,4,3,4,5,4,4,5,4,5,2,4,3,4,5,3,3,3
139,350,2_9,48,Male,White or Caucasian,4.0,3.0,1.5,4.647058824,1.9411764705882353,"1. The video depicts a standard track and field event, specifically women's hurdles, shown in slow motion with a dramatic musical background and a brief voiceover. It captures the athletes clearing hurdles and crossing the finish line.
2. As a 48-year-old male with a very low sensation-seeking score (1.50), I tend to find high-energy social media content somewhat repetitive and uninteresting. While I can appreciate the athletic skill involved, the slow-motion effects and dramatic music feel like standard tropes for this type of video and do not elicit a strong emotional or physical response from me.
3. I am mapping my reaction by assigning low scores (1-2) to items related to intensity, arousal, and novelty, as the content is quite common and predictable. I am giving slightly higher scores (3) to visuals and soundtrack simply because they are clear and present, even if they aren't particularly impactful to me personally.",3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,6.0,6.0,7.0,1.0,5.0,4.0,7.0,7.0,5.0,2,1,2,2,2,2,3,2,2,1,2,1,2,3,2,2,2
140,350,2_9,32,Male,White or Caucasian,4.0,3.0,4.0,5.941176471,4.705882352941177,"1. The video is a high-quality, slow-motion edit of a world-class track and field athlete (Sydney McLaughlin-Levrone) competing in the hurdles. It features a dramatic soundtrack with Hindi/Urdu lyrics and text overlays that emphasize the concept of a ""running legacy.""
2. As a 32-year-old male with a high sensation-seeking score (4.00), I am naturally drawn to content that showcases peak human performance and high-intensity action. The cinematic slow-motion visuals and the driving beat of the music create a stimulating experience that holds my attention and feels more impactful than a standard sports highlight.
3. I mapped my reactions by giving high scores to items related to excitement, drama, and visual strength, as the editing is specifically designed to enhance these elements. Novelty is rated moderately because while sports clips are common, this specific stylistic treatment is engaging. The soundtrack is a key driver of the experience, so it receives a high rating.",7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,5,5,5,6,5,5,6,4,6,2,5,4,5,6,4,4,3
147,350,2_9,40,Male,Black or African American,6.0,4.0,1.5,4.0,2.235294117647059,"1. The video depicts a professional track and field athlete competing in a hurdles event, presented in slow motion with a dramatic musical overlay and some dialogue. The focus is on the physical form and the achievement of the athlete.
2. As a 40-year-old with a graduate degree and a very low sensation-seeking score (1.50), I tend to view content through a lens of practicality and composure. While I can appreciate the discipline and skill displayed by the athlete, the stylistic choices of the video—such as the slow motion and the dramatic soundtrack—do not particularly move or excite me. I find the content to be a standard sports highlight rather than something groundbreaking or intensely stimulating.
3. Given my preference for low-intensity stimuli, I will rate the emotional and dramatic items on the lower end of the scale. The visuals are clear and well-captured, warranting a moderate score, but the overall impact, novelty, and intensity are minimal for someone with my psychological profile.",4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,3,2,2,2,4,2,3,1,3,1,2,3,2,2,2
169,350,2_9,45,Female,White or Caucasian,3.0,4.0,1.5,5.176470588,1.7058823529411764,"1. The video depicts a female track athlete competing in a hurdles race, presented in slow motion with a dramatic musical score and some voiceover. It focuses on the physical effort and the moment of crossing the finish line.
2. As someone with a very low sensation-seeking score (1.50), I tend to prefer content that is calm, predictable, and not overly stimulating. While I can appreciate the athletic skill shown, the dramatic editing and slow-motion effects feel unnecessary and don't particularly move me or excite me. I find this type of sports highlight to be quite common and not something that captures my interest deeply.
3. I am mapping my ratings toward the lower end of the scale (1-3). The visuals are clear and the slow motion adds a bit of a ""strong visual"" element, but the overall emotional and dramatic impact is minimal for me. I don't find the music or the action to be intense, arousing, or novel.",5.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,4.0,2,1,1,2,2,1,3,1,2,1,2,1,2,2,2,2,2
194,350,2_9,61,Female,White or Caucasian,4.0,nan,2.5,3.235294118,3.5294117647058822,"1. The video depicts a women's hurdles race, specifically focusing on a dominant performance by an athlete. It uses slow-motion effects and a dramatic soundtrack featuring Hindi dialogue and a rhythmic beat to emphasize the athletic feat.
2. As a 61-year-old woman with a moderate-to-low sensation-seeking score (2.50), I would likely appreciate the display of skill and the clear visuals of the competition. However, I would probably find the editing style (slow-motion and dramatic music) to be quite common for sports highlights on social media. It wouldn't be particularly shocking or thrilling, but rather a pleasant, short clip of a sporting achievement.
3. The ratings reflect a moderate level of engagement. The visuals are strong because the footage is clear and well-shot, and the dramatic elements (slow-mo and music) push the ""dramatic"" and ""intense"" scores slightly above average. However, because this type of content is very common, the novelty and uniqueness scores remain lower. The emotional impact is present but not overwhelming.",1.0,6.0,2.0,1.0,1.0,5.0,6.0,1.0,5.0,6.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4,3,4,4,3,4,5,4,5,2,3,2,4,4,3,3,3
97,263,2_119,33,Female,White or Caucasian,4.0,4.0,3.5,3.705882353,3.235294117647059,"1. The video features a female runner demonstrating the intensity of her workouts in hot and humid weather by squeezing significant amounts of sweat from her clothes and towels. It uses upbeat music with lyrics about sweating and includes text overlays to engage the audience and ask about their own experiences.
2. As a 33-year-old woman with a moderate-to-high sensation-seeking score (3.50), I find this video relatable and visually interesting. The ""gross-out"" factor of the sweat being squeezed out provides a bit of a visceral thrill that aligns with my sensation-seeking tendencies, though the content itself is a fairly standard fitness reel.
3. I will rate the visual and soundtrack elements higher because they are the most ""sensational"" parts of the clip. The novelty and dramatic impact will be rated moderately; while the volume of sweat is somewhat unusual, the format is common on social media. Emotional impact and ""goosebump"" factors will be low as the video is more informative/relatable than moving.",4.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,7.0,5.0,2,2,4,4,2,4,5,3,3,4,3,1,3,5,3,3,4
110,263,2_119,29,Female,White or Caucasian,2.0,3.0,3.75,4.647058824,3.764705882352941,"1. The video features a female runner demonstrating the intensity of her workout in hot and humid conditions by wringing out a significant amount of sweat from her headband and towel. It uses upbeat music, fast cuts, and relatable text overlays to engage the fitness community.
2. As a 29-year-old female with a moderate-to-high sensation-seeking score (3.75), I find the visual of the sweat wringing to be a compelling and vivid hook. The high-energy music and relatable fitness theme make it engaging and stimulating, though it lacks deep emotional resonance.
3. I am mapping the vividness of the sweat to higher ""graphic"" and ""strong_visual"" scores. The energetic music leads to a higher ""strong_soundtrack"" score. Since it follows a common social media format, ""unique"" and ""novel"" are mid-range, while ""goosebump"" and ""emotional"" are rated low.",1.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,4.0,6.0,1.0,6.0,5.0,2.0,6.0,5.0,2,4,4,5,3,5,6,1,4,5,4,1,4,5,4,3,4
118,263,2_119,56,Male,White or Caucasian,5.0,2.0,4.0,3.647058824,4.0,"1. The video features a woman wringing out a significant amount of sweat from her workout gear after running in hot, humid weather. The visuals are quite vivid and focused on the physical result of the exertion, accompanied by upbeat, rhythmic music.
2. As a 56-year-old male with a high sensation-seeking score (4.00), I appreciate the intensity and the somewhat ""graphic"" or visceral nature of the sweat being wrung out. It's a bit more ""extreme"" than a typical fitness post, which appeals to my preference for more stimulating content. I find the visual of the sweat stream quite strong and the overall vibe of the video to be energetic and relatively novel for social media.
3. I map this reaction by giving higher scores to items like ""strong visual,"" ""graphic,"" and ""unusual"" due to the focus on the volume of sweat. ""Stimulating"" and ""exciting"" get higher marks because of the fast-paced music and the high-energy theme. However, since it's a short social media clip about a common activity (running), it doesn't reach the highest levels of ""powerful impact"" or ""goosebumps.""",3.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,6.0,5.0,5.0,1.0,6.0,4.0,4.0,4.0,3.0,2,4,4,5,3,5,5,3,3,5,4,2,4,5,5,4,5
