participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
251,464,3_84,83,Female,White or Caucasian,5.0,2.0,1.0,1.411764706,1.2941176470588236,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2
252,448,3_7,59,Female,White or Caucasian,2.0,3.0,1.625,4.823529412,2.7058823529411766,5.0,3.0,5.0,3.0,6.0,2.0,7.0,7.0,5.0,1.0,7.0,1.0,3.0,7.0,6.0,7.0,7.0,3,2,3,2,2,2,2,3,4,1,2,1,3,1,5,5,5
253,372,3_109,28,Female,White or Caucasian,4.0,3.0,3.625,1.823529412,4.470588235294118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,1.0,4,5,5,6,5,6,5,4,5,3,4,4,5,6,3,3,3
254,432,3_55,46,Female,White or Caucasian,6.0,4.0,1.25,2.882352941,1.1176470588235294,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
257,459,3_8,27,Female,White or Caucasian,5.0,5.0,1.75,2.470588235,1.0588235294117647,1.0,1.0,1.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
257,362,3_10,27,Female,White or Caucasian,5.0,5.0,1.75,5.352941176,2.0588235294117645,5.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,7.0,5.0,5.0,1.0,6.0,5.0,5.0,5.0,7.0,2,2,2,2,2,2,3,2,3,1,2,1,2,3,2,2,2
258,464,3_84,56,Female,"White or Caucasian,Black or African American",5.0,3.0,3.75,1.352941176,3.3529411764705883,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,3,4,3,5,5,3,2,2,4,1,4,5,3,3,3
258,426,3_5,56,Female,"White or Caucasian,Black or African American",5.0,3.0,3.75,5.529411765,4.470588235294118,7.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,5.0,3.0,4.0,5.0,4,5,5,6,5,5,5,5,6,4,4,3,6,4,3,3,3
259,464,3_84,73,Female,White or Caucasian,4.0,5.0,2.5,1.0,2.0588235294117645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,2,3,2,2,1,3,1,2,3,2,2,2
259,459,3_8,73,Female,White or Caucasian,4.0,5.0,2.5,1.941176471,2.0588235294117645,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2,2,2,2,2,2,2,3,3,1,2,1,2,3,2,2,2
260,473,3_92,28,Female,White or Caucasian,5.0,4.0,2.375,3.588235294,3.235294117647059,5.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,6.0,2.0,5.0,1.0,6.0,1.0,5.0,5.0,5.0,6,3,6,2,5,4,2,1,5,2,3,4,5,1,2,2,2
260,477,3_96,28,Female,White or Caucasian,5.0,4.0,2.375,1.764705882,2.235294117647059,4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,2,3,2,2,2,4,2,2,2,3,1,2,3,2,2,2
261,434,3_57,74,Female,White or Caucasian,6.0,5.0,1.875,4.941176471,2.235294117647059,5.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,6.0,1.0,4.0,1.0,7.0,7.0,3.0,4.0,3.0,2,2,2,2,2,2,4,2,2,2,2,1,3,4,2,2,2
263,394,3_20,62,Female,White or Caucasian,5.0,3.0,1.875,4.235294118,2.411764705882353,5.0,4.0,5.0,5.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,6.0,5.0,5.0,2,2,2,2,2,2,4,3,2,2,3,1,3,5,2,2,2
264,370,3_107,56,Male,White or Caucasian,3.0,5.0,2.25,2.705882353,3.176470588235294,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,5.0,2.0,3,2,3,2,3,3,4,2,4,2,5,2,3,4,4,4,4
265,394,3_20,63,Female,White or Caucasian,3.0,4.0,2.125,1.470588235,2.3529411764705883,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2,2,2,2,2,4,3,2,2,3,1,3,4,2,2,2
266,448,3_7,28,Female,Other,5.0,3.0,3.625,4.470588235,4.352941176470588,5.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,6.0,5.0,4,5,5,5,4,5,3,4,6,2,5,2,5,1,6,6,6
266,434,3_57,28,Female,Other,5.0,3.0,3.625,2.352941176,3.7058823529411766,1.0,1.0,1.0,1.0,4.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2,4,4,5,4,5,5,3,3,2,4,2,6,5,3,3,3
267,381,3_117,21,Male,Other,3.0,2.0,3.625,5.294117647,2.1176470588235294,6.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,7.0,5.0,3,2,2,2,2,2,3,2,2,1,3,1,2,3,2,2,2
267,426,3_5,21,Male,Other,3.0,2.0,3.625,1.882352941,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,6,6,6,7,6,6,5,5,6,3,5,5,6,4,3,3,3
267,372,3_109,21,Male,Other,3.0,2.0,3.625,3.705882353,4.470588235294118,2.0,6.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,4,5,5,6,5,6,5,4,5,3,4,4,5,6,3,3,3
269,372,3_109,53,Male,White or Caucasian,3.0,2.0,4.125,4.705882353,4.588235294117647,5.0,6.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,2.0,6.0,6.0,3.0,2.0,3.0,4,6,5,6,5,6,5,4,5,3,4,4,6,6,3,3,3
270,362,3_10,55,Female,White or Caucasian,3.0,1.0,2.0,1.0,2.9411764705882355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,4,3,3,3,4,3,4,1,3,2,3,4,2,2,2
271,426,3_5,62,Non-binary / third gender,"White or Caucasian,Asian",4.0,2.0,2.25,5.941176471,3.411764705882353,4.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,5.0,6.0,7.0,7.0,6.0,3,4,3,5,4,4,5,5,5,2,3,2,4,3,2,2,2
272,434,3_57,26,Female,White or Caucasian,6.0,5.0,2.25,3.235294118,2.9411764705882355,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,6.0,2.0,2.0,2.0,2,3,3,3,3,3,5,4,3,2,3,1,4,5,2,2,2
273,459,3_8,64,Female,Asian,5.0,6.0,1.5,3.764705882,1.3529411764705883,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1
273,372,3_109,64,Female,Asian,5.0,6.0,1.5,1.941176471,2.6470588235294117,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3,3,2,3,2,3,4,3,2,2,3,1,3,5,2,2,2
274,477,3_96,56,Female,White or Caucasian,2.0,2.0,2.75,5.588235294,2.764705882352941,4.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,4.0,6.0,7.0,5.0,2,2,4,3,2,3,5,3,2,2,4,1,2,3,3,3,3
274,362,3_10,56,Female,White or Caucasian,2.0,2.0,2.75,4.235294118,3.5294117647058822,4.0,5.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,2.0,5.0,6.0,2.0,3.0,1.0,4,3,4,3,4,3,5,3,5,2,4,2,4,5,3,3,3
274,394,3_20,56,Female,White or Caucasian,2.0,2.0,2.75,3.0,2.764705882352941,3.0,2.0,5.0,2.0,1.0,4.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2,2,3,2,3,4,3,2,3,4,1,3,4,3,3,3
275,434,3_57,60,Male,White or Caucasian,4.0,3.0,2.75,4.294117647,2.9411764705882355,5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,2,3,3,4,3,4,5,2,3,2,3,1,4,5,2,2,2
275,362,3_10,60,Male,White or Caucasian,4.0,3.0,2.75,2.764705882,3.2941176470588234,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4,3,4,3,4,3,5,3,5,2,3,2,4,5,2,2,2
277,370,3_107,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,3.235294118,3.0,3.0,1.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,2,2,3,2,3,2,5,2,3,2,5,2,2,4,4,4,4
277,473,3_92,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,4.235294118,3.2941176470588234,6.0,1.0,7.0,4.0,6.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,6.0,4.0,6,3,5,2,5,4,2,1,5,2,3,3,5,1,3,3,3
278,448,3_7,52,Female,White or Caucasian,2.0,5.0,1.125,1.882352941,1.8235294117647058,2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,2,1,2,1,2,3,3,1,2,1,2,1,2,2,2
279,370,3_107,44,Non-binary / third gender,Black or African American,5.0,1.0,3.625,3.647058824,4.470588235294118,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4,4,5,4,4,5,6,3,5,4,6,2,4,5,5,5,5
279,459,3_8,44,Non-binary / third gender,Black or African American,5.0,1.0,3.625,4.176470588,2.176470588235294,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2,2,2,2,2,2,2,4,3,1,2,1,2,4,2,2,2
281,473,3_92,57,Female,White or Caucasian,6.0,3.0,1.75,5.117647059,2.3529411764705883,7.0,5.0,7.0,6.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,6.0,7.0,6.0,5,2,4,2,4,2,1,1,4,1,2,2,3,1,2,2,2
281,394,3_20,57,Female,White or Caucasian,6.0,3.0,1.75,2.882352941,2.235294117647059,1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2,2,2,2,2,2,3,3,2,2,2,1,3,4,2,2,2
283,381,3_117,21,Female,White or Caucasian,2.0,4.0,2.875,2.117647059,2.176470588235294,4.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2,3,2,3,2,2,1,2,1,3,1,2,3,2,2,2
284,434,3_57,36,Male,Black or African American,4.0,1.0,1.375,4.647058824,2.3529411764705883,2.0,7.0,4.0,7.0,6.0,7.0,7.0,5.0,2.0,3.0,3.0,5.0,7.0,6.0,3.0,2.0,3.0,2,2,3,2,2,2,4,2,2,2,3,1,3,4,2,2,2
286,477,3_96,28,Female,White or Caucasian,2.0,2.0,4.0,2.411764706,2.6470588235294117,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2,3,3,3,2,3,5,3,2,2,4,1,2,4,2,2,2
288,381,3_117,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,2.588235294,2.1176470588235294,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4,2,3,2,3,2,2,1,2,1,2,1,2,3,2,2,2
288,448,3_7,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,4.117647059,3.4705882352941178,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,3,4,4,4,3,4,3,2,5,2,4,1,4,1,5,5,5
290,473,3_92,44,Female,White or Caucasian,5.0,2.0,3.375,5.647058824,3.7058823529411766,7.0,6.0,7.0,6.0,7.0,7.0,4.0,3.0,6.0,4.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,6,4,5,3,6,5,2,1,5,3,3,4,5,1,4,3,3
292,372,3_109,30,Male,White or Caucasian,6.0,5.0,3.375,4.058823529,4.529411764705882,3.0,4.0,5.0,4.0,2.0,2.0,6.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5,6,5,6,5,6,5,4,5,2,4,4,5,6,3,3,3
292,432,3_55,30,Male,White or Caucasian,6.0,5.0,3.375,3.529411765,1.1764705882352942,1.0,1.0,6.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1
293,370,3_107,43,Male,White or Caucasian,3.0,1.0,1.75,4.411764706,2.2941176470588234,4.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0,4.0,4.0,6.0,6.0,6.0,2,2,2,2,2,2,3,2,2,2,3,1,2,3,3,3,3
294,362,3_10,20,Non-binary / third gender,Other,3.0,1.0,1.875,1.411764706,2.2941176470588234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3,2,3,2,2,2,3,2,4,1,2,1,2,4,2,2,2
295,477,3_96,44,Female,Black or African American,5.0,,3.0,3.352941176,2.235294117647059,6.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,2,2,3,2,2,2,4,2,2,2,3,1,2,3,2,2,2
295,426,3_5,44,Female,Black or African American,5.0,,3.0,3.352941176,4.470588235294118,5.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,4,5,5,6,5,5,5,5,6,4,5,3,6,4,3,3,2
297,381,3_117,44,Female,White or Caucasian,5.0,2.0,2.375,5.882352941,2.411764705882353,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,6.0,4,2,3,2,3,2,3,2,2,2,3,2,2,3,2,2,2
298,477,3_96,51,Female,Black or African American,4.0,2.0,2.0,4.176470588,2.235294117647059,3.0,5.0,6.0,5.0,4.0,5.0,6.0,7.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,6.0,4.0,2,2,3,2,2,2,4,2,2,2,3,1,2,3,2,2,2
298,372,3_109,51,Female,Black or African American,4.0,2.0,2.0,5.529411765,3.411764705882353,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,6.0,5.0,4.0,3,3,3,4,3,4,5,4,3,2,4,2,4,5,3,3,3
299,434,3_57,24,Male,White or Caucasian,5.0,4.0,3.5,3.352941176,3.823529411764706,2.0,6.0,4.0,3.0,3.0,6.0,5.0,2.0,6.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,3,4,5,5,5,5,5,3,4,3,3,2,6,5,3,2,2
300,370,3_107,50,Male,White or Caucasian,2.0,1.0,1.5,4.411764706,2.4705882352941178,5.0,3.0,5.0,4.0,3.0,5.0,7.0,3.0,6.0,6.0,2.0,3.0,5.0,3.0,5.0,4.0,6.0,2,2,3,2,2,2,4,1,3,2,4,1,2,3,3,3,3
302,511,4_18,24,Male,White or Caucasian,2.0,2.0,2.75,1.058823529,2.1176470588235294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2,2,3,2,2,2,3,2,3,1,2,1,2,2,2,2,3
302,507,4_14,24,Male,White or Caucasian,2.0,2.0,2.75,1.0,2.2941176470588234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,2,2,3,4,3,1,2,3,1,2,4,2,2,2
303,559,4_61,48,Male,White or Caucasian,6.0,3.0,2.625,3.647058824,2.235294117647059,5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,2,2,3,2,2,2,5,2,1,2,3,1,1,4,2,2,2
303,498,4_114,48,Male,White or Caucasian,6.0,3.0,2.625,3.764705882,2.2941176470588234,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2,2,2,2,2,2,4,3,2,1,3,1,2,5,2,2,2
306,566,4_68,24,Female,White or Caucasian,3.0,2.0,2.5,4.352941176,4.294117647058823,6.0,1.0,7.0,6.0,5.0,4.0,1.0,1.0,7.0,7.0,5.0,1.0,6.0,1.0,4.0,7.0,5.0,5,4,5,4,5,4,5,2,6,4,4,2,6,1,5,5,6
306,492,4_109,24,Female,White or Caucasian,3.0,2.0,2.5,1.470588235,2.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2
307,537,4_41,27,Female,"White or Caucasian,Black or African American",5.0,3.0,3.0,1.529411765,4.117647058823529,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5,4,5,3,5,4,5,3,5,4,3,3,4,2,5,5,5
309,528,4_33,35,Female,White or Caucasian,2.0,1.0,1.875,6.647058824,3.6470588235294117,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,6,3,5,3,5,3,5,3,4,3,4,3,3,4,3,3,2
309,520,4_26,35,Female,White or Caucasian,2.0,1.0,1.875,6.529411765,2.7058823529411766,7.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5,2,4,2,5,2,2,1,4,1,2,3,3,1,3,3,3
309,582,4_82,35,Female,White or Caucasian,2.0,1.0,1.875,2.882352941,2.3529411764705883,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,4.0,3,2,3,3,2,2,3,2,2,1,3,1,2,2,3,3,3
309,542,4_46,35,Female,White or Caucasian,2.0,1.0,1.875,5.176470588,2.4705882352941178,6.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,2,2,3,2,2,2,3,4,3,1,4,1,2,2,3,3,3
310,524,4_3,27,Male,Black or African American,4.0,3.0,2.125,4.705882353,2.235294117647059,5.0,2.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,2,3,2,3,2,3,2,2,2,1,2,1,3,4,2,2,2
310,525,4_30,27,Male,Black or African American,4.0,3.0,2.125,4.352941176,4.0588235294117645,6.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,6.0,4.0,6.0,1.0,6.0,2.0,2.0,2.0,2.0,6,4,5,2,6,4,5,3,5,2,4,4,4,4,4,4,3
311,534,4_39,26,Female,White or Caucasian,6.0,5.0,2.625,4.470588235,3.0588235294117645,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,6.0,5.0,5.0,5.0,5.0,2,2,2,3,2,3,5,5,4,2,4,1,3,5,3,3,3
314,507,4_14,52,Male,White or Caucasian,5.0,4.0,3.875,4.117647059,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,4.0,2,3,3,4,3,5,5,2,2,1,3,1,3,6,3,3,2
315,542,4_46,50,Male,Asian,5.0,5.0,3.0,4.941176471,3.1176470588235294,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,2,2,3,3,3,3,4,5,3,1,5,1,3,3,4,4,4
315,537,4_41,50,Male,Asian,5.0,5.0,3.0,4.235294118,3.764705882352941,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4,3,4,3,5,4,5,3,4,3,3,2,4,2,5,5,5
316,528,4_33,51,Male,White or Caucasian,2.0,2.0,2.25,6.176470588,3.1176470588235294,6.0,2.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,6.0,6.0,7.0,5,2,4,2,4,2,5,3,3,2,4,2,2,4,3,3,3
317,582,4_82,35,Male,White or Caucasian,5.0,2.0,2.375,1.176470588,2.3529411764705883,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3,2,3,3,2,2,3,1,2,1,3,1,2,1,4,4,3
318,525,4_30,74,Male,White or Caucasian,3.0,2.0,2.625,5.647058824,3.823529411764706,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,4.0,6.0,6.0,6.0,6.0,6,4,5,2,5,4,4,3,5,2,4,3,4,5,3,3,3
319,534,4_39,62,Female,White or Caucasian,3.0,1.0,2.0,5.117647059,2.2941176470588234,6.0,5.0,7.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,1.0,6.0,6.0,3.0,3.0,2.0,2,2,2,2,2,2,4,3,3,2,3,1,2,3,2,2,2
320,520,4_26,62,Male,White or Caucasian,4.0,1.0,2.5,4.411764706,2.823529411764706,5.0,5.0,7.0,4.0,7.0,6.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,7.0,7.0,6.0,5,3,4,2,4,3,2,1,4,2,2,3,3,1,3,3,3
322,498,4_114,37,Male,White or Caucasian,4.0,2.0,1.375,4.352941176,2.0588235294117645,3.0,3.0,5.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,5.0,2.0,5.0,7.0,5.0,5.0,6.0,2,2,2,2,2,2,3,2,2,1,2,1,2,4,2,2,2
323,492,4_109,67,Female,White or Caucasian,6.0,,2.875,3.882352941,1.6470588235294117,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2
323,566,4_68,67,Female,White or Caucasian,6.0,,2.875,4.882352941,3.9411764705882355,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,7.0,6.0,3.0,1.0,7.0,5.0,5.0,5.0,5.0,5,4,4,2,5,4,5,2,6,4,3,2,6,1,4,4,6
323,582,4_82,67,Female,White or Caucasian,6.0,,2.875,3.647058824,1.8823529411764706,4.0,3.0,7.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,3,2,3,3,2,2,2,1,2,1,2,1,1,1,2,2,2
323,520,4_26,67,Female,White or Caucasian,6.0,,2.875,3.764705882,2.9411764705882355,5.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5,3,4,2,4,3,3,2,4,2,2,3,3,1,3,3,3
324,524,4_3,38,Male,White or Caucasian,5.0,5.0,2.0,3.294117647,2.1176470588235294,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2,2,2,2,2,3,2,2,2,1,2,1,3,4,2,2,2
324,531,4_36,38,Male,White or Caucasian,5.0,5.0,2.0,3.529411765,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2,2,3,2,2,2,2,2,2,1,3,1,2,2,2,2,2
325,531,4_36,54,Female,White or Caucasian,6.0,2.0,3.0,4.352941176,1.8823529411764706,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,6.0,3.0,4.0,3.0,2,2,3,2,2,2,2,2,2,1,3,1,1,1,2,2,2
325,524,4_3,54,Female,White or Caucasian,6.0,2.0,3.0,4.411764706,3.2941176470588234,3.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,3.0,6.0,4.0,4.0,4.0,4,4,4,5,4,4,3,3,4,2,2,2,4,5,2,2,2
326,492,4_109,29,Male,White or Caucasian,5.0,3.0,2.5,2.588235294,1.588235294117647,5.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2
326,537,4_41,29,Male,White or Caucasian,5.0,3.0,2.5,4.058823529,3.4705882352941178,5.0,2.0,4.0,4.0,6.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,5.0,6.0,5.0,4,3,4,3,4,3,5,2,4,3,3,2,3,1,5,5,5
328,524,4_3,44,Male,White or Caucasian,2.0,2.0,1.75,3.823529412,2.0588235294117645,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,2,2,2,2,2,2,2,2,2,1,2,1,3,4,2,2,2
328,511,4_18,44,Male,White or Caucasian,2.0,2.0,1.75,1.705882353,1.7058823529411764,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,2,1,2,1,3,1,2,1,2,1,2,2,2,2,2
