participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
271,426,3_5,62,Non-binary / third gender,"White or Caucasian,Asian",4.0,2.0,2.25,5.941176471,4.235294117647059,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""novelty"": 4, ""emotional"": 5, ""arousing"": 4, ""involving"": 5, ""exciting"": 5, ""powerful_impact"": 5, ""stimulating"": 4, ""strong_visual"": 4, ""strong_soundeffect"": 4, ""dramatic"": 5, ""intense"": 4, ""goosebump"": 4, ""strong_soundtrack"": 4, ""creative"": 4, ""graphic"": 3}",4.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,5.0,6.0,7.0,7.0,6.0,5,4,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4
272,434,3_57,26,Female,White or Caucasian,6.0,5.0,2.25,3.235294118,4.882352941176471,,,"```json
{
  ""novel"": 5,
  ""unique"": 6,
  ""emotional"": 5,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""strong_soundeffect"": 5,
  ""dramatic"": 5,
  ""intense"": 5,
  ""strong_soundtrack"": 5,
  ""goosebump"": 4,
  ""creative"": 5,
  ""graphic"": 3,
  ""unusual"": 5
}
```",3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,6.0,2.0,2.0,2.0,5,4,5,6,5,5,5,5,5,3,5,4,5,5,5,6,5
273,459,3_8,64,Female,Asian,5.0,6.0,1.5,3.764705882,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""powerful_impact"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""goosebump"": 4
}
```",5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
273,372,3_109,64,Female,Asian,5.0,6.0,1.5,1.941176471,5.0,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""novel"": 4, ""emotional"": 6, ""exciting"": 6, ""strong_visual"": 5, ""arousing"": 5, ""involving"": 6, ""stimulating"": 5, ""strong_soundeffect"": 6, ""strong_soundtrack"": 6, ""intense"": 5, ""goosebump"": 5, ""dramatic"": 5, ""graphic"": 3, ""creative"": 4, ""powerful_impact"": 6}",1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6,5,6,6,6,5,5,6,5,3,4,5,5,6,4,4,4
274,477,3_96,56,Female,White or Caucasian,2.0,2.0,2.75,5.588235294,4.0,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""strong_visual"": 4, ""exciting"": 4, ""arousing"": 4, ""involving"": 4, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4, ""unusual"": 4}",4.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,4.0,6.0,7.0,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
274,362,3_10,56,Female,White or Caucasian,2.0,2.0,2.75,4.235294118,4.235294117647059,,,"{""novel"": 4, ""unique"": 4, ""powerful_impact"": 5, ""goosebump"": 4, ""novel"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 4, ""creative"": 4, ""graphic"": 2, ""arousing"": 4, ""unusual"": 4, ""involving"": 5, ""intense"": 4, ""strong_soundtrack"": 5, ""dramatic"": 5, ""stimulating"": 4, ""strong_soundeffect"": 4}",4.0,5.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,2.0,5.0,6.0,2.0,3.0,1.0,5,4,5,5,5,4,4,4,5,2,4,4,4,5,4,4,4
274,394,3_20,56,Female,White or Caucasian,2.0,2.0,2.75,3.0,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",3.0,2.0,5.0,2.0,1.0,4.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
275,434,3_57,60,Male,White or Caucasian,4.0,3.0,2.75,4.294117647,3.9411764705882355,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 3,
  ""creative"": 4,
  ""graphic"": 2
}
```",5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4,3,4,5,4,4,4,4,4,2,4,3,4,4,5,5,4
275,362,3_10,60,Male,White or Caucasian,4.0,3.0,2.75,2.764705882,4.176470588235294,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""strong_soundeffect"": 4,
  ""dramatic"": 5,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 2,
  ""unusual"": 4
}
```",4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5,4,5,5,5,4,4,4,5,2,4,4,4,4,4,4,4
277,370,3_107,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,3.235294118,4.0,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""powerful_impact"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4, ""unusual"": 4}",3.0,1.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
277,473,3_92,45,Male,"White or Caucasian,American Indian/Native American or Alaska Native",3.0,2.0,2.875,4.235294118,2.588235294117647,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""powerful_impact"": 3,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 2,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""creative"": 3,
  ""graphic"": 1,
  ""goosebump"": 1,
  ""unusual"": 3
}
```",6.0,1.0,7.0,4.0,6.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,6.0,4.0,4,2,3,3,3,2,3,2,2,1,3,1,2,2,4,4,3
278,448,3_7,52,Female,White or Caucasian,2.0,5.0,1.125,1.882352941,3.8823529411764706,,,"{""novel"": 5, ""unique"": 5, ""unusual"": 5, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 3, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 3, ""graphic"": 3, ""creative"": 3, ""powerful_impact"": 3}",2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,3,4,4,3,4,4,4,4,3,3,3,4,4,5,5,5
279,370,3_107,44,Non-binary / third gender,Black or African American,5.0,1.0,3.625,3.647058824,4.647058823529412,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 5,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 4,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 4,
  ""creative"": 5,
  ""graphic"": 3
}
```",4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5,4,5,5,5,5,4,4,4,3,5,4,4,5,6,6,5
279,459,3_8,44,Non-binary / third gender,Black or African American,5.0,1.0,3.625,4.176470588,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""powerful_impact"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""goosebump"": 4
}
```",4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
281,473,3_92,57,Female,White or Caucasian,6.0,3.0,1.75,5.117647059,3.7058823529411766,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 5, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 3, ""involving"": 5, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_soundeffect"": 3, ""dramatic"": 4, ""intense"": 3, ""strong_soundtrack"": 3, ""goosebump"": 3, ""creative"": 4, ""graphic"": 2, ""unusual"": 4}",7.0,5.0,7.0,6.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,6.0,7.0,6.0,5,3,5,4,4,4,4,3,4,2,4,3,3,3,4,4,4
281,394,3_20,57,Female,White or Caucasian,6.0,3.0,1.75,2.882352941,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""exciting"": 4,
  ""powerful_impact"": 4,
  ""stimulating"": 4,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
283,381,3_117,21,Female,White or Caucasian,2.0,4.0,2.875,2.117647059,4.235294117647059,,,"```json
{
  ""novel"": 5,
  ""unique"": 6,
  ""emotional"": 5,
  ""strong_visual"": 4,
  ""exciting"": 4,
  ""arousing"": 3,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""creative"": 5,
  ""graphic"": 2,
  ""goosebump"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 4,
  ""unusual"": 5,
  ""novel"": 5
}
```",4.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5,3,5,4,5,4,4,3,4,2,5,4,4,4,5,6,5
284,434,3_57,36,Male,Black or African American,4.0,1.0,1.375,4.647058824,3.9411764705882355,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 3,
  ""creative"": 4,
  ""graphic"": 2
}
```",2.0,7.0,4.0,7.0,6.0,7.0,7.0,5.0,2.0,3.0,3.0,5.0,7.0,6.0,3.0,2.0,3.0,4,3,4,5,4,4,4,4,4,2,4,3,4,4,5,5,4
286,477,3_96,28,Female,White or Caucasian,2.0,2.0,4.0,2.411764706,3.8823529411764706,,,"```json
{
  ""novel"": 5,
  ""unique"": 6,
  ""emotional"": 4,
  ""strong_visual"": 5,
  ""exciting"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""creative"": 5,
  ""graphic"": 2,
  ""goosebump"": 2,
  ""intense"": 3,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 3,
  ""unusual"": 5,
  ""dramatic"": 3
}
```",1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4,3,4,4,4,4,5,3,3,2,5,2,3,4,5,6,5
288,381,3_117,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,2.588235294,3.764705882352941,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""emotional"": 5,
  ""strong_visual"": 4,
  ""exciting"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""intense"": 3,
  ""goosebump"": 3,
  ""dramatic"": 3,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 3,
  ""creative"": 4,
  ""graphic"": 2,
  ""unusual"": 4
}
```",2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5,3,4,4,4,4,4,3,3,2,4,3,3,4,5,5,4
288,448,3_7,38,Female,"White or Caucasian,Asian",5.0,4.0,3.0,4.117647059,4.352941176470588,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 6,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""involving"": 4,
  ""intense"": 4,
  ""dramatic"": 4,
  ""goosebump"": 3,
  ""creative"": 4,
  ""graphic"": 3,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 4
}
```",4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5,4,4,5,5,4,4,4,4,3,4,3,4,3,6,6,6
290,473,3_92,44,Female,White or Caucasian,5.0,2.0,3.375,5.647058824,3.764705882352941,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 5,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""powerful_impact"": 5,
  ""arousing"": 3,
  ""involving"": 5,
  ""stimulating"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 4,
  ""intense"": 3,
  ""strong_soundtrack"": 3,
  ""goosebump"": 3,
  ""creative"": 4,
  ""graphic"": 2,
  ""unusual"": 4
}
```",7.0,6.0,7.0,6.0,7.0,7.0,4.0,3.0,6.0,4.0,6.0,6.0,7.0,1.0,6.0,7.0,6.0,5,3,5,4,5,4,4,3,4,2,4,3,3,3,4,4,4
292,372,3_109,30,Male,White or Caucasian,6.0,5.0,3.375,4.058823529,5.294117647058823,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 4,
  ""emotional"": 6,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 6,
  ""involving"": 6,
  ""stimulating"": 6,
  ""powerful_impact"": 6,
  ""creative"": 5,
  ""graphic"": 3,
  ""goosebump"": 5,
  ""intense"": 5,
  ""strong_soundtrack"": 6,
  ""strong_soundeffect"": 6,
  ""dramatic"": 5
}
```",3.0,4.0,5.0,4.0,2.0,2.0,6.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6,6,6,6,6,6,5,6,5,3,5,5,5,6,5,5,4
292,432,3_55,30,Male,White or Caucasian,6.0,5.0,3.375,3.529411765,3.176470588235294,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 3,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""strong_soundeffect"": 3,
  ""strong_soundtrack"": 3,
  ""dramatic"": 3,
  ""intense"": 3,
  ""goosebump"": 3,
  ""creative"": 3,
  ""graphic"": 3
}
```",1.0,1.0,6.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
293,370,3_107,43,Male,White or Caucasian,3.0,1.0,1.75,4.411764706,3.588235294117647,,,"{""novel"": 3, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 3, ""involving"": 3, ""powerful_impact"": 4, ""stimulating"": 3, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 3, ""creative"": 4, ""graphic"": 2, ""unusual"": 4}",4.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0,4.0,4.0,6.0,6.0,6.0,4,3,3,4,4,3,4,4,4,2,4,3,4,4,3,4,4
294,362,3_10,20,Non-binary / third gender,Other,3.0,1.0,1.875,1.411764706,4.0,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""novelty"": 4, ""emotional"": 4, ""arousing"": 4, ""involving"": 4, ""exciting"": 4, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_visual"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""graphic"": 4, ""creative"": 4, ""goosebump"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""unusual"": 4}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
295,477,3_96,44,Female,Black or African American,5.0,nan,3.0,3.352941176,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""unusual"": 4
}
```",6.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
295,426,3_5,44,Female,Black or African American,5.0,nan,3.0,3.352941176,5.235294117647059,,,"{""novel"": 5, ""unique"": 5, ""unusual"": 5, ""emotional"": 6, ""exciting"": 6, ""strong_visual"": 5, ""arousing"": 5, ""involving"": 6, ""stimulating"": 5, ""strong_soundeffect"": 5, ""powerful_impact"": 6, ""dramatic"": 6, ""intense"": 6, ""strong_soundtrack"": 5, ""goosebump"": 5, ""creative"": 5, ""graphic"": 3}",5.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,6,5,6,6,6,5,5,5,6,3,5,5,6,5,5,5,5
297,381,3_117,44,Female,White or Caucasian,5.0,2.0,2.375,5.882352941,3.5294117647058822,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 5,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""goosebump"": 3,
  ""intense"": 3,
  ""dramatic"": 3,
  ""creative"": 4,
  ""graphic"": 1,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2
}
```",6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,6.0,5,3,5,4,4,4,4,2,3,1,4,3,3,3,4,4,4
298,477,3_96,51,Female,Black or African American,4.0,2.0,2.0,4.176470588,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""powerful_impact"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""goosebump"": 4,
  ""unusual"": 4
}
```",3.0,5.0,6.0,5.0,4.0,5.0,6.0,7.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,6.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
298,372,3_109,51,Female,Black or African American,4.0,2.0,2.0,5.529411765,5.647058823529412,,,"{""novel"": 4, ""unique"": 4, ""novelty"": 4, ""unusual"": 4, ""emotional"": 6, ""arousing"": 6, ""involving"": 6, ""exciting"": 6, ""powerful_impact"": 6, ""stimulating"": 6, ""strong_visual"": 6, ""strong_soundeffect"": 6, ""dramatic"": 6, ""graphic"": 6, ""creative"": 6, ""goosebump"": 6, ""intense"": 6, ""strong_soundtrack"": 6, ""dramatic"": 6}",6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,4.0,2.0,5.0,5.0,6.0,6.0,5.0,4.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
299,434,3_57,24,Male,White or Caucasian,5.0,4.0,3.5,3.352941176,4.352941176470588,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 4,
  ""emotional"": 5,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 4,
  ""goosebump"": 3,
  ""intense"": 4,
  ""dramatic"": 4,
  ""creative"": 4,
  ""graphic"": 2,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 4
}
```",2.0,6.0,4.0,3.0,3.0,6.0,5.0,2.0,6.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,5,4,5,6,4,5,5,4,4,2,4,3,4,5,5,5,4
300,370,3_107,50,Male,White or Caucasian,2.0,1.0,1.5,4.411764706,4.0,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""graphic"": 4, ""creative"": 4, ""goosebump"": 4, ""powerful_impact"": 4, ""unusual"": 4}",5.0,3.0,5.0,4.0,3.0,5.0,7.0,3.0,6.0,6.0,2.0,3.0,5.0,3.0,5.0,4.0,6.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
302,511,4_18,24,Male,White or Caucasian,2.0,2.0,2.75,1.058823529,4.0,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4, ""unusual"": 4}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
302,507,4_14,24,Male,White or Caucasian,2.0,2.0,2.75,1.0,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""powerful_impact"": 4
}
```",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
303,559,4_61,48,Male,White or Caucasian,6.0,3.0,2.625,3.647058824,3.1176470588235294,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 4,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""creative"": 4,
  ""intense"": 2,
  ""goosebump"": 2,
  ""dramatic"": 2,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 4,
  ""graphic"": 2
}
```",5.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,3,2,3,3,3,3,4,4,2,2,4,2,2,4,4,4,4
303,498,4_114,48,Male,White or Caucasian,6.0,3.0,2.625,3.764705882,4.0,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
