participant_id,video_id,survey_batch_id,age,gender,race,education,income,sen_seek,human_perceived_msv,predicted_msv,cot_reasoning,thought_summary,example_pairs,raw_response,human_emotional,human_arousing,human_involving,human_exciting,human_powerful_impact,human_stimulating,human_strong_visual,human_strong_soundeffect,human_dramatic,human_graphic,human_creative,human_goosebump,human_intense,human_strong_soundtrack,human_novel,human_unique,human_unusual,ai_emotional,ai_arousing,ai_involving,ai_exciting,ai_powerful_impact,ai_stimulating,ai_strong_visual,ai_strong_soundeffect,ai_dramatic,ai_graphic,ai_creative,ai_goosebump,ai_intense,ai_strong_soundtrack,ai_novel,ai_unique,ai_unusual
254,432,3_55,25,Male,White or Caucasian,5.0,2.0,2.625,2.882352941,3.0588235294117645,,,,"{""novel"": 3, ""unique"": 3, ""unusual"": 3, ""emotional"": 3, ""exciting"": 3, ""strong_visual"": 3, ""arousing"": 3, ""involving"": 3, ""stimulating"": 3, ""strong_soundeffect"": 3, ""dramatic"": 3, ""intense"": 3, ""strong_soundtrack"": 3, ""goosebump"": 3, ""graphic"": 3, ""creative"": 3}",2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
257,459,3_8,29,Male,nan,3.0,6.0,3.625,2.470588235,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",1.0,1.0,1.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
257,362,3_10,29,Male,nan,3.0,6.0,3.625,5.352941176,5.0,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 5,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 5,
  ""arousing"": 5,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""creative"": 5,
  ""goosebump"": 5,
  ""intense"": 5,
  ""dramatic"": 5,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 5,
  ""graphic"": 5
}
```",5.0,6.0,7.0,6.0,5.0,5.0,7.0,4.0,7.0,5.0,5.0,1.0,6.0,5.0,5.0,5.0,7.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
258,464,3_84,39,Male,White or Caucasian,3.0,1.0,2.625,1.352941176,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""goosebump"": 4,
  ""powerful_impact"": 4
}
```",2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
258,426,3_5,39,Male,White or Caucasian,3.0,1.0,2.625,5.529411765,4.529411764705882,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 5, ""arousing"": 4, ""involving"": 5, ""stimulating"": 4, ""powerful_impact"": 5, ""strong_soundeffect"": 5, ""strong_soundtrack"": 5, ""dramatic"": 5, ""intense"": 5, ""goosebump"": 5, ""creative"": 4, ""graphic"": 3}",7.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,7.0,5.0,4.0,6.0,6.0,5.0,3.0,4.0,5.0,5,4,5,5,5,4,5,5,5,3,4,5,5,5,4,4,4
259,464,3_84,40,Female,White or Caucasian,5.0,2.0,2.75,1.0,4.0,,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""strong_soundtrack"": 4, ""dramatic"": 4, ""intense"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4, ""powerful_impact"": 4, ""unusual"": 4}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
259,459,3_8,40,Female,White or Caucasian,5.0,2.0,2.75,1.941176471,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""strong_soundtrack"": 4,
  ""strong_soundeffect"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
260,473,3_92,32,Male,White or Caucasian,2.0,4.0,2.5,3.588235294,2.6470588235294117,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 4,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""powerful_impact"": 3,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 3,
  ""strong_soundeffect"": 2,
  ""dramatic"": 2,
  ""intense"": 2,
  ""strong_soundtrack"": 2,
  ""creative"": 3,
  ""graphic"": 1,
  ""goosebump"": 1,
  ""unusual"": 3
}
```",5.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,6.0,2.0,5.0,1.0,6.0,1.0,5.0,5.0,5.0,4,2,3,3,3,3,3,2,2,1,3,1,2,2,4,4,3
260,477,3_96,32,Male,White or Caucasian,2.0,4.0,2.5,1.764705882,2.823529411764706,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 4,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""goosebump"": 2,
  ""intense"": 2,
  ""dramatic"": 2,
  ""graphic"": 1,
  ""creative"": 3,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2
}
```",4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3,2,3,3,3,3,4,2,2,1,3,2,2,3,4,4,4
261,434,3_57,24,Female,White or Caucasian,5.0,6.0,2.375,4.941176471,4.764705882352941,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 6,
  ""emotional"": 5,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 4,
  ""creative"": 5,
  ""graphic"": 2,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 4
}
```",5.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,6.0,1.0,4.0,1.0,7.0,7.0,3.0,4.0,3.0,5,4,5,6,5,5,5,4,4,2,5,4,4,5,6,6,6
263,394,3_20,24,Female,Other,5.0,nan,2.0,4.235294118,4.235294117647059,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 6,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 3,
  ""creative"": 3,
  ""graphic"": 2
}
```",5.0,4.0,5.0,5.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,6.0,5.0,5.0,5,4,4,5,4,4,4,4,4,2,3,3,4,4,6,6,6
264,370,3_107,40,Male,White or Caucasian,5.0,4.0,1.875,2.705882353,4.0,,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""graphic"": 4, ""creative"": 4, ""goosebump"": 4, ""powerful_impact"": 4, ""unusual"": 4}",3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,5.0,2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
265,394,3_20,20,Female,White or Caucasian,6.0,3.0,1.0,1.470588235,3.3529411764705883,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 5,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""strong_soundeffect"": 3,
  ""strong_soundtrack"": 3,
  ""dramatic"": 3,
  ""intense"": 3,
  ""goosebump"": 2,
  ""creative"": 2,
  ""graphic"": 2
}
```",2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4,3,3,4,3,3,4,3,3,2,2,2,3,3,5,5,5
266,448,3_7,39,Female,Black or African American,3.0,3.0,4.0,4.470588235,4.823529411764706,,,,"{""novel"": 6, ""unique"": 6, ""unusual"": 6, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 5, ""stimulating"": 5, ""strong_soundeffect"": 5, ""dramatic"": 5, ""intense"": 5, ""strong_soundtrack"": 4, ""creative"": 4, ""graphic"": 4, ""goosebump"": 4, ""powerful_impact"": 5}",5.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,6.0,5.0,5,4,5,5,5,5,4,5,5,4,4,4,5,4,6,6,6
266,434,3_57,39,Female,Black or African American,3.0,3.0,4.0,2.352941176,4.823529411764706,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 6,
  ""emotional"": 5,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 4,
  ""creative"": 5,
  ""graphic"": 3,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 4
}
```",1.0,1.0,1.0,1.0,4.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,5,4,5,6,5,5,5,4,4,3,5,4,4,5,6,6,6
267,381,3_117,62,Female,Black or African American,3.0,6.0,2.75,5.294117647,3.823529411764706,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""emotional"": 5,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""powerful_impact"": 5,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 4,
  ""strong_soundeffect"": 3,
  ""dramatic"": 4,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""goosebump"": 3,
  ""creative"": 4,
  ""graphic"": 2,
  ""unusual"": 4
}
```",6.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,7.0,5.0,5,3,4,4,5,4,4,3,4,2,4,3,4,4,4,4,4
267,426,3_5,62,Female,Black or African American,3.0,6.0,2.75,1.882352941,4.823529411764706,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 5, ""arousing"": 5, ""involving"": 5, ""stimulating"": 5, ""powerful_impact"": 5, ""goosebump"": 5, ""intense"": 5, ""dramatic"": 5, ""creative"": 5, ""graphic"": 5, ""strong_soundtrack"": 5, ""strong_soundeffect"": 5}",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
267,372,3_109,62,Female,Black or African American,3.0,6.0,2.75,3.705882353,5.411764705882353,,,,"{""novel"": 4, ""unique"": 4, ""novel"": 4, ""unique"": 4, ""emotional"": 6, ""arousing"": 6, ""involving"": 6, ""exciting"": 6, ""powerful_impact"": 6, ""stimulating"": 6, ""strong_visual"": 6, ""strong_soundeffect"": 6, ""dramatic"": 6, ""graphic"": 4, ""creative"": 5, ""goosebump"": 5, ""intense"": 6, ""strong_soundtrack"": 6, ""unusual"": 4}",2.0,6.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,6,6,6,6,6,6,6,6,6,4,5,5,6,6,4,4,4
269,372,3_109,35,Male,White or Caucasian,3.0,2.0,4.125,4.705882353,5.352941176470588,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""novel"": 4, ""emotional"": 6, ""exciting"": 6, ""strong_visual"": 5, ""arousing"": 6, ""involving"": 6, ""powerful_impact"": 6, ""stimulating"": 6, ""strong_soundeffect"": 6, ""dramatic"": 6, ""intense"": 6, ""strong_soundtrack"": 6, ""creative"": 5, ""graphic"": 4, ""goosebump"": 5}",5.0,6.0,6.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,2.0,6.0,6.0,3.0,2.0,3.0,6,6,6,6,6,6,5,6,6,4,5,5,6,6,4,4,4
270,362,3_10,34,Male,White or Caucasian,5.0,2.0,2.75,1.0,4.294117647058823,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 4,
  ""powerful_impact"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 4,
  ""strong_soundeffect"": 4,
  ""dramatic"": 5,
  ""intense"": 4,
  ""strong_soundtrack"": 4,
  ""creative"": 4,
  ""goosebump"": 4,
  ""graphic"": 2,
  ""unusual"": 4,
  ""novel"": 5
}
```",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,5,5,4,4,4,5,2,4,4,4,4,5,5,4
271,426,3_5,27,Male,"Black or African American,Prefer not to say",4.0,3.0,2.75,5.941176471,4.823529411764706,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 5, ""arousing"": 5, ""involving"": 5, ""stimulating"": 5, ""powerful_impact"": 5, ""strong_soundeffect"": 5, ""strong_soundtrack"": 5, ""dramatic"": 5, ""intense"": 5, ""goosebump"": 5, ""creative"": 5, ""graphic"": 5}",4.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,5.0,6.0,7.0,7.0,6.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
272,434,3_57,55,Male,Black or African American,4.0,6.0,3.625,3.235294118,4.9411764705882355,,,,"```json
{
  ""novel"": 6,
  ""unique"": 6,
  ""unusual"": 6,
  ""emotional"": 5,
  ""exciting"": 6,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 5,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 5,
  ""dramatic"": 5,
  ""creative"": 5,
  ""graphic"": 3,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 4
}
```",3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,3.0,1.0,5.0,6.0,2.0,2.0,2.0,5,4,5,6,5,5,5,4,5,3,5,4,5,5,6,6,6
273,459,3_8,26,Female,Other,5.0,1.0,3.5,3.764705882,4.0,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""creative"": 4, ""graphic"": 4, ""powerful_impact"": 4}",5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,2.0,4.0,5.0,5.0,3.0,1.0,5.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
273,372,3_109,26,Female,Other,5.0,1.0,3.5,1.941176471,4.705882352941177,,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 6, ""arousing"": 6, ""involving"": 6, ""exciting"": 6, ""strong_visual"": 5, ""strong_soundeffect"": 5, ""dramatic"": 5, ""graphic"": 3, ""creative"": 4, ""goosebump"": 4, ""intense"": 5, ""strong_soundtrack"": 5, ""novel"": 4, ""unique"": 4, ""unusual"": 4}",1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6,6,6,6,4,4,5,5,5,3,4,4,5,5,4,4,4
274,477,3_96,65,Female,White or Caucasian,5.0,3.0,2.625,5.588235294,2.9411764705882355,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 4,
  ""arousing"": 2,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""creative"": 4,
  ""graphic"": 2,
  ""goosebump"": 2,
  ""intense"": 2,
  ""dramatic"": 2,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2
}
```",4.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,2.0,4.0,6.0,7.0,5.0,3,2,3,3,3,3,4,2,2,2,4,2,2,3,4,4,4
274,362,3_10,65,Female,White or Caucasian,5.0,3.0,2.625,4.235294118,4.294117647058823,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 5,
  ""exciting"": 5,
  ""strong_visual"": 5,
  ""arousing"": 4,
  ""involving"": 5,
  ""stimulating"": 4,
  ""powerful_impact"": 5,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 5,
  ""creative"": 4,
  ""graphic"": 2,
  ""strong_soundtrack"": 5,
  ""strong_soundeffect"": 4
}
```",4.0,5.0,6.0,2.0,6.0,4.0,6.0,4.0,6.0,7.0,3.0,2.0,5.0,6.0,2.0,3.0,1.0,5,4,5,5,5,4,5,4,5,2,4,4,4,5,4,4,4
274,394,3_20,65,Female,White or Caucasian,5.0,3.0,2.625,3.0,2.5294117647058822,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 3,
  ""exciting"": 3,
  ""strong_visual"": 3,
  ""arousing"": 2,
  ""involving"": 2,
  ""stimulating"": 2,
  ""powerful_impact"": 2,
  ""strong_soundeffect"": 2,
  ""strong_soundtrack"": 2,
  ""dramatic"": 2,
  ""intense"": 2,
  ""goosebump"": 2,
  ""creative"": 2,
  ""graphic"": 2
}
```",3.0,2.0,5.0,2.0,1.0,4.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,3,2,2,3,2,2,3,2,2,2,2,2,2,2,4,4,4
275,434,3_57,30,Male,American Indian/Native American or Alaska Native,4.0,3.0,1.875,4.294117647,3.764705882352941,,,,"{""novel"": 5, ""unique"": 5, ""powerful_impact"": 4, ""goosebump"": 3, ""novel"": 5, ""emotional"": 4, ""exciting"": 5, ""strong_visual"": 4, ""creative"": 4, ""graphic"": 2, ""arousing"": 3, ""unusual"": 4, ""involving"": 4, ""intense"": 3, ""strong_soundtrack"": 4, ""dramatic"": 3, ""stimulating"": 4, ""strong_soundeffect"": 3}",5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4,3,4,5,4,4,4,3,3,2,4,3,3,4,5,5,4
275,362,3_10,30,Male,American Indian/Native American or Alaska Native,4.0,3.0,1.875,2.764705882,4.176470588235294,,,,"{""novel"": 4, ""emotional"": 5, ""goosebump"": 4, ""novel"": 4, ""emotional"": 5, ""exciting"": 5, ""strong_visual"": 4, ""creative"": 4, ""graphic"": 2, ""arousing"": 4, ""unusual"": 4, ""involving"": 5, ""intense"": 4, ""strong_soundtrack"": 5, ""dramatic"": 5, ""stimulating"": 4, ""strong_soundeffect"": 4}",4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5,4,5,5,4,4,4,4,5,2,4,4,4,5,4,4,4
277,370,3_107,83,Male,White or Caucasian,3.0,4.0,1.625,3.235294118,4.0,,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4, ""unusual"": 4}",3.0,1.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
277,473,3_92,83,Male,White or Caucasian,3.0,4.0,1.625,4.235294118,3.2941176470588234,,,,"```json
{
  ""novel"": 3,
  ""unique"": 3,
  ""emotional"": 4,
  ""strong_visual"": 4,
  ""exciting"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 3,
  ""powerful_impact"": 4,
  ""creative"": 4,
  ""intense"": 3,
  ""goosebump"": 3,
  ""dramatic"": 3,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 3,
  ""unusual"": 3,
  ""novel"": 3,
  ""graphic"": 2
}
```",6.0,1.0,7.0,4.0,6.0,4.0,6.0,1.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,6.0,4.0,4,3,4,4,4,3,4,3,3,2,4,3,3,3,3,3,3
278,448,3_7,49,Male,Black or African American,5.0,nan,3.0,1.882352941,4.176470588235294,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 5,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 4,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""dramatic"": 4,
  ""intense"": 4,
  ""goosebump"": 4,
  ""creative"": 4,
  ""graphic"": 4
}
```",2.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5
279,370,3_107,47,Male,White or Caucasian,3.0,3.0,1.625,3.647058824,4.0,,,,"{""novel"": 4, ""unique"": 4, ""emotional"": 4, ""exciting"": 4, ""strong_visual"": 4, ""arousing"": 4, ""involving"": 4, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""goosebump"": 4, ""graphic"": 4, ""creative"": 4, ""unusual"": 4}",4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
279,459,3_8,47,Male,White or Caucasian,3.0,3.0,1.625,4.176470588,4.0,,,,"{""novel"": 4, ""unique"": 4, ""unusual"": 4, ""novelty"": 4, ""emotional"": 4, ""arousing"": 4, ""involving"": 4, ""exciting"": 4, ""powerful_impact"": 4, ""stimulating"": 4, ""strong_visual"": 4, ""strong_soundeffect"": 4, ""dramatic"": 4, ""graphic"": 4, ""creative"": 4, ""goosebump"": 4, ""intense"": 4, ""strong_soundtrack"": 4, ""unusual"": 4}",4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
281,473,3_92,23,Male,White or Caucasian,5.0,nan,3.0,5.117647059,4.0,,,,"```json
{
  ""novel"": 4,
  ""unique"": 4,
  ""unusual"": 4,
  ""emotional"": 4,
  ""exciting"": 4,
  ""arousing"": 4,
  ""stimulating"": 4,
  ""strong_visual"": 4,
  ""strong_soundeffect"": 4,
  ""strong_soundtrack"": 4,
  ""involving"": 4,
  ""powerful_impact"": 4,
  ""creative"": 4,
  ""graphic"": 4,
  ""goosebump"": 4,
  ""intense"": 4,
  ""dramatic"": 4
}
```",7.0,5.0,7.0,6.0,7.0,7.0,2.0,1.0,7.0,1.0,5.0,5.0,7.0,1.0,6.0,7.0,6.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
281,394,3_20,23,Male,White or Caucasian,5.0,nan,3.0,2.882352941,3.3529411764705883,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""unusual"": 5,
  ""emotional"": 4,
  ""exciting"": 4,
  ""strong_visual"": 4,
  ""arousing"": 3,
  ""involving"": 3,
  ""stimulating"": 3,
  ""powerful_impact"": 3,
  ""strong_soundeffect"": 3,
  ""strong_soundtrack"": 3,
  ""dramatic"": 3,
  ""intense"": 3,
  ""goosebump"": 2,
  ""creative"": 2,
  ""graphic"": 2
}
```",1.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,4,3,3,4,3,3,4,3,3,2,2,2,3,3,5,5,5
283,381,3_117,27,Female,White or Caucasian,4.0,5.0,3.125,2.117647059,3.6470588235294117,,,,"```json
{
  ""novel"": 5,
  ""unique"": 5,
  ""emotional"": 5,
  ""strong_visual"": 4,
  ""exciting"": 4,
  ""arousing"": 3,
  ""involving"": 4,
  ""stimulating"": 4,
  ""powerful_impact"": 4,
  ""intense"": 3,
  ""goosebump"": 3,
  ""dramatic"": 3,
  ""strong_soundtrack"": 3,
  ""strong_soundeffect"": 2,
  ""creative"": 4,
  ""graphic"": 2,
  ""unusual"": 4
}
```",4.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5,3,4,4,4,4,4,2,3,2,4,3,3,3,5,5,4
